UNIQUE_ID,COLLISION_ID,CRASH_DATE,CRASH_TIME,VEHICLE_ID,STATE_REGISTRATION,VEHICLE_TYPE,VEHICLE_MAKE,VEHICLE_MODEL,VEHICLE_YEAR,TRAVEL_DIRECTION,VEHICLE_OCCUPANTS,DRIVER_SEX,DRIVER_LICENSE_STATUS,DRIVER_LICENSE_JURISDICTION,PRE_CRASH,POINT_OF_IMPACT,VEHICLE_DAMAGE,VEHICLE_DAMAGE_1,VEHICLE_DAMAGE_2,VEHICLE_DAMAGE_3,PUBLIC_PROPERTY_DAMAGE,PUBLIC_PROPERTY_DAMAGE_TYPE,CONTRIBUTING_FACTOR_1,CONTRIBUTING_FACTOR_2,Year
11915578,177456,2013-04-25,10:55,1,NY,VAN,,,,,,,,,,,,,,,,,Unspecified,,2013
14213137,290883,2013-07-15,11:00,2,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Failure to Yield Right-of-Way,,2013
8481987,8507,2013-10-08,11:10,1,NJ,LARGE COM VEH(6 OR MORE TIRES),,,,,,,,,,,,,,,,,Unspecified,,2013
10322841,98745,2013-10-21,8:10,2,NY,UNKNOWN,,,,,,,,,,,,,,,,,Unspecified,,2013
9969955,82692,2013-04-06,16:32,2,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,,2013
11405284,151089,2013-10-07,21:20,3,NJ,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,,2013
10778454,118668,2013-04-06,17:05,1,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Failure to Yield Right-of-Way,,2013
12052953,186265,2013-06-20,20:40,1,NJ,SMALL COM VEH(4 TIRES),,,,,,,,,,,,,,,,,Unspecified,,2013
9125488,42850,2013-09-04,13:00,1,NY,TAXI,,,,,,,,,,,,,,,,,Turning Improperly,,2013
12131304,189117,2013-02-17,15:00,1,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Fatigued/Drowsy,,2013
12962060,231742,2013-10-02,16:50,2,NY,VAN,,,,,,,,,,,,,,,,,Unspecified,,2013
10874161,124265,2013-08-15,7:55,2,NY,UNKNOWN,,,,,,,,,,,,,,,,,Unspecified,,2013
11053082,132009,2013-03-18,19:30,1,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,,,,,,,,,Unspecified,,2013
14403216,298863,2013-07-09,19:32,2,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,,2013
9845435,78287,2013-12-16,19:50,1,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,,2013
11315377,145915,2013-04-04,23:55,1,NY,UNKNOWN,,,,,,,,,,,,,,,,,Unspecified,,2013
14397162,296380,2013-01-31,15:10,2,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,,2013
8884115,28562,2013-04-01,10:25,1,NY,TAXI,,,,,,,,,,,,,,,,,Unspecified,,2013
9795606,73809,2013-02-07,16:00,1,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,,2013
12960087,230890,2013-06-26,16:58,1,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,,2013
10872369,2946536,2013-04-23,16:15,3,MA,SPORT UTILITY / STATION WAGON,,,,,,,,,,,,,,,,,Unspecified,,2013
10606030,111119,2013-03-22,23:10,1,FL,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,,2013
10780160,119427,2013-07-09,11:19,2,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,,2013
12847412,225773,2013-10-16,13:06,2,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,,2013
11256116,142356,2013-03-07,10:56,2,NY,OTHER,,,,,,,,,,,,,,,,,Driver Inattention/Distraction,,2013
10225914,93759,2013-07-18,19:00,2,PA,VAN,,,,,,,,,,,,,,,,,Unspecified,,2013
11917091,178224,2013-08-22,16:49,1,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,,2013
14405866,299948,2013-11-02,21:40,2,NY,PICK-UP TRUCK,,,,,,,,,,,,,,,,,Unspecified,,2013
9505678,61570,2013-10-21,6:45,2,NY,OTHER,,,,,,,,,,,,,,,,,Unspecified,,2013
14396405,296076,2013-01-11,12:12,1,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Backing Unsafely,,2013
11052878,131906,2013-03-05,14:30,1,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,,2013
8615511,14909,2013-02-25,19:30,2,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,,2013
8394691,1787,2013-02-01,15:10,1,NJ,SMALL COM VEH(4 TIRES),,,,,,,,,,,,,,,,,Driver Inattention/Distraction,,2013
13083853,234704,2013-01-10,18:34,1,OT,SPORT UTILITY / STATION WAGON,,,,,,,,,,,,,,,,,Unspecified,,2013
11315888,146140,2013-05-26,10:10,2,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,,,,,,,,,Unspecified,,2013
13528349,256585,2013-02-10,12:00,2,NY,UNKNOWN,,,,,,,,,,,,,,,,,Unspecified,,2013
12455963,205945,2013-04-17,17:55,1,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Driver Inattention/Distraction,,2013
12256094,197105,2013-10-24,22:10,1,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,,,,,,,,,Unspecified,,2013
9125782,43002,2013-10-06,1:05,1,NY,TAXI,,,,,,,,,,,,,,,,,Fatigued/Drowsy,,2013
10667649,114695,2013-03-23,10:10,1,DE,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Driver Inexperience,,2013
12959664,230709,2013-06-06,6:20,1,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,,,,,,,,,Unspecified,,2013
11805794,171469,2013-03-16,14:00,2,NY,TAXI,,,,,,,,,,,,,,,,,Unspecified,,2013
10780412,119533,2013-07-21,16:38,1,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,,,,,,,,,Unspecified,,2013
9440010,59324,2013-11-27,18:05,2,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,,2013
11259931,143853,2013-11-07,17:24,1,NY,OTHER,,,,,,,,,,,,,,,,,Unspecified,,2013
10390363,101907,2013-09-16,17:25,1,NY,BUS,,,,,,,,,,,,,,,,,Passenger Distraction,,2013
8790025,25631,2013-12-31,16:13,1,NJ,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,,2013
12315525,200544,2013-11-19,14:35,2,NY,OTHER,,,,,,,,,,,,,,,,,,,2013
14201670,286881,2013-01-21,18:00,1,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,,2013
13091980,237777,2013-12-12,21:40,1,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,,2013
14215586,291928,2013-11-08,18:00,2,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,,2013
14405802,299921,2013-10-31,22:50,1,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,,,,,,,,,Obstruction/Debris,,2013
10223887,2918917,2013-01-24,18:01,1,MD,PICK-UP TRUCK,,,,,,,,,,,,,,,,,Oversized Vehicle,,2013
10227317,94308,2013-11-17,4:30,2,MA,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,,2013
8399765,4345,2013-11-13,8:20,1,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,,,,,,,,,Unspecified,,2013
14465811,303576,2013-11-14,9:30,2,NJ,SPORT UTILITY / STATION WAGON,,,,,,,,,,,,,,,,,Unspecified,,2013
10609229,112588,2013-10-26,22:01,2,NY,UNKNOWN,,,,,,,,,,,,,,,,,Unspecified,,2013
11258009,143107,2013-07-03,15:05,1,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,,,,,,,,,Unspecified,,2013
12134415,190355,2013-09-03,16:00,2,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Prescription Medication,,2013
8396656,2764,2013-05-25,17:15,1,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Driver Inattention/Distraction,,2013
12664599,217557,2013-09-10,9:27,2,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,,,,,,,,,Unspecified,,2013
14090542,282599,2013-07-10,8:50,2,NY,UNKNOWN,,,,,,,,,,,,,,,,,Unspecified,,2013
8705974,20592,2013-11-09,14:30,1,NJ,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Outside Car Distraction,,2013
9438130,58411,2013-03-07,8:25,2,NY,TAXI,,,,,,,,,,,,,,,,,Unspecified,,2013
10323820,99195,2013-12-23,14:20,2,NY,OTHER,,,,,,,,,,,,,,,,,Unspecified,,2013
12133175,189859,2013-04-22,16:53,2,NY,TAXI,,,,,,,,,,,,,,,,,Unspecified,,2013
9672013,2873401,2013-11-09,11:45,1,NJ,SPORT UTILITY / STATION WAGON,,,,,,,,,,,,,,,,,Unspecified,,2013
8394433,1657,2013-01-15,15:00,2,NJ,OTHER,,,,,,,,,,,,,,,,,Unspecified,,2013
14402476,298570,2013-06-17,21:20,1,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,,2013
11257959,143085,2013-07-01,22:50,3,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,,,,,,,,,Unspecified,,2013
9720881,72002,2013-10-23,17:50,1,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,,,,,,,,,Unspecified,,2013
12841408,223225,2013-04-18,14:00,1,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,,,,,,,,,Unspecified,,2013
13985321,276482,2013-06-24,21:30,2,AZ,VAN,,,,,,,,,,,,,,,,,Unspecified,,2013
9973325,2889253,2013-10-01,9:20,1,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,,2013
9797200,74474,2013-05-21,16:40,1,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,,2013
12454708,205424,2013-02-07,11:15,1,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Backing Unsafely,,2013
9796942,74365,2013-05-07,8:50,2,NY,VAN,,,,,,,,,,,,,,,,,Unspecified,,2013
8479240,7257,2013-04-27,6:20,1,NY,TAXI,,,,,,,,,,,,,,,,,Unspecified,,2013
14402756,3122654,2013-06-21,11:40,3,NJ,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,,2013
8888030,30574,2013-10-11,14:00,1,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Aggressive Driving/Road Rage,,2013
11916025,177678,2013-05-29,21:00,1,PA,SPORT UTILITY / STATION WAGON,,,,,,,,,,,,,,,,,Unspecified,,2013
10159478,89786,2013-02-10,20:15,2,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,,,,,,,,,Turning Improperly,,2013
