UNIQUE_ID,COLLISION_ID,CRASH_DATE,CRASH_TIME,VEHICLE_ID,STATE_REGISTRATION,VEHICLE_TYPE,VEHICLE_MAKE,VEHICLE_MODEL,VEHICLE_YEAR,TRAVEL_DIRECTION,VEHICLE_OCCUPANTS,DRIVER_SEX,DRIVER_LICENSE_STATUS,DRIVER_LICENSE_JURISDICTION,PRE_CRASH,POINT_OF_IMPACT,VEHICLE_DAMAGE,VEHICLE_DAMAGE_1,VEHICLE_DAMAGE_2,VEHICLE_DAMAGE_3,PUBLIC_PROPERTY_DAMAGE,PUBLIC_PROPERTY_DAMAGE_TYPE,CONTRIBUTING_FACTOR_1,CONTRIBUTING_FACTOR_2,Year
13647452,260592,2012-12-08,15:30,1,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,,,,,,,,,Unspecified,,2012
9276798,46930,2012-12-19,20:50,2,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Driver Inattention/Distraction,,2012
9437315,58023,2012-11-03,17:10,1,NJ,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,,2012
10773875,116519,2012-08-07,10:23,2,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Failure to Yield Right-of-Way,,2012
12835001,220561,2012-09-23,14:50,1,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Outside Car Distraction,,2012
14394027,3121847,2012-11-13,14:00,1,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,,2012
8475010,5371,2012-07-13,5:04,2,NJ,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Fatigued/Drowsy,,2012
9794755,73460,2012-11-28,18:20,2,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Other Vehicular,,2012
8569800,12353,2012-08-18,18:40,1,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Fatigued/Drowsy,,2012
13647751,260690,2012-12-21,17:40,2,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,,2012
8700807,17983,2012-12-26,8:45,1,PA,OTHER,,,,,,,,,,,,,,,,,Unspecified,,2012
9117747,38874,2012-10-12,0:22,1,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,,,,,,,,,Unspecified,,2012
10957943,126251,2012-09-23,15:40,1,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Driver Inattention/Distraction,,2012
9562834,63683,2012-08-07,15:30,1,NY,BUS,,,,,,,,,,,,,,,,,Unspecified,,2012
10315307,95204,2012-08-10,12:50,2,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,,2012
11157709,135969,2012-10-08,2:50,2,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,,2012
12656966,214092,2012-10-01,7:30,1,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,,2012
8476365,5953,2012-09-27,11:45,2,NY,BUS,,,,,,,,,,,,,,,,,Driver Inattention/Distraction,,2012
12250277,194515,2012-10-15,0:10,2,MA,SPORT UTILITY / STATION WAGON,,,,,,,,,,,,,,,,,Unspecified,,2012
14392677,294561,2012-10-09,16:35,1,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,,2012
9718173,70692,2012-12-09,4:45,1,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,,2012
13411450,247431,2012-10-30,12:00,1,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,,,,,,,,,Unspecified,,2012
11621442,160640,2012-10-11,19:53,1,NJ,SPORT UTILITY / STATION WAGON,,,,,,,,,,,,,,,,,Driver Inattention/Distraction,,2012
11252844,141015,2012-08-06,19:30,4,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,,,,,,,,,Unspecified,,2012
12835880,3017014,2012-10-18,16:00,1,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,,,,,,,,,Unspecified,,2012
12835959,220949,2012-10-20,2:00,2,NY,UNKNOWN,,,,,,,,,,,,,,,,,Unspecified,,2012
11804531,171104,2012-10-29,7:50,2,NY,UNKNOWN,,,,,,,,,,,,,,,,,Unspecified,,2012
8569587,12262,2012-07-25,8:05,1,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Driver Inattention/Distraction,,2012
13229286,239928,2012-10-25,4:15,2,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,,2012
9877886,78751,2012-08-06,12:52,2,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,,2012
14389596,3121422,2012-07-16,18:00,1,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Fatigued/Drowsy,,2012
8993033,32791,2012-09-17,19:50,2,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,,2012
11862074,172833,2012-08-27,14:15,2,NY,BUS,,,,,,,,,,,,,,,,,Driver Inattention/Distraction,,2012
14461700,301643,2012-09-21,2:20,3,TN,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,,2012
9841583,76475,2012-09-07,13:48,1,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,,2012
11739544,163961,2012-08-19,7:48,2,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,,2012
11400283,148596,2012-12-01,12:43,1,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,,2012
14393495,294895,2012-10-28,3:00,1,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Driver Inattention/Distraction,,2012
13525923,255651,2012-10-05,20:25,1,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,,,,,,,,,Driver Inattention/Distraction,,2012
10666811,114301,2012-12-15,9:14,1,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,,,,,,,,,Unspecified,,2012
8992512,32539,2012-08-20,17:00,3,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,,,,,,,,,Fatigued/Drowsy,,2012
8570230,12525,2012-10-16,13:20,2,NY,UNKNOWN,,,,,,,,,,,,,,,,,Unspecified,,2012
10316537,95767,2012-10-16,14:30,1,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,,2012
9588056,65361,2012-12-23,16:00,2,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,,2012
11398749,147826,2012-08-21,20:49,1,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,,2012
13647206,3079202,2012-11-27,11:00,1,NY,VAN,,,,,,,,,,,,,,,,,Fatigued/Drowsy,,2012
10156156,2912224,2012-08-03,17:09,1,DE,OTHER,,,,,,,,,,,,,,,,,Unspecified,,2012
8614248,14262,2012-09-15,12:15,3,,BICYCLE,,,,,,,,,,,,,,,,,Passenger Distraction,,2012
9276827,46943,2012-12-22,20:45,2,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,,2012
9273340,45403,2012-08-15,10:45,1,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,,,,,,,,,Unspecified,,2012
8476521,6024,2012-10-06,23:45,1,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,,,,,,,,,Driver Inattention/Distraction,,2012
10775876,2943842,2012-11-21,9:00,3,OK,SPORT UTILITY / STATION WAGON,,,,,,,,,,,,,,,,,Driver Inattention/Distraction,,2012
9794368,73282,2012-10-27,14:15,2,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Driver Inexperience,,2012
10463640,103255,2012-09-18,22:15,1,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,,2012
9563159,63852,2012-10-20,13:00,1,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,,,,,,,,,Unspecified,,2012
11254924,141866,2012-12-20,16:15,1,NY,SMALL COM VEH(4 TIRES),,,,,,,,,,,,,,,,,Unspecified,,2012
13080318,233337,2012-07-27,9:45,1,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,,,,,,,,,Backing Unsafely,,2012
13527411,256235,2012-12-18,18:40,1,NY,BUS,,,,,,,,,,,,,,,,,Failure to Yield Right-of-Way,,2012
12956487,229304,2012-12-12,8:30,1,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,,,,,,,,,Driver Inattention/Distraction,,2012
13413427,3056020,2012-12-28,18:25,3,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,,2012
10870363,122494,2012-12-04,6:45,1,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,,2012
14389446,293288,2012-07-09,18:30,1,NY,UNKNOWN,,,,,,,,,,,,,,,,,Unspecified,,2012
11914235,176783,2012-12-27,13:00,1,NY,VAN,,,,,,,,,,,,,,,,,Unspecified,,2012
9501360,60088,2012-10-15,17:40,2,PA,SPORT UTILITY / STATION WAGON,,,,,,,,,,,,,,,,,Unspecified,,2012
9117473,38736,2012-10-01,8:10,1,NJ,SPORT UTILITY / STATION WAGON,,,,,,,,,,,,,,,,,Unspecified,,2012
12658106,214610,2012-11-21,18:00,1,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Backing Unsafely,,2012
13409205,246449,2012-08-27,22:00,1,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,,2012
12953968,228208,2012-08-03,16:00,2,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,,2012
10523626,2934018,2012-07-31,1:35,2,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,,2012
8698181,16665,2012-07-18,18:10,2,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,,2012
12540293,208880,2012-07-24,12:00,2,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,,2012
10868617,121667,2012-08-06,18:20,1,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,,,,,,,,,Unspecified,,2012
9116376,38176,2012-08-14,20:50,1,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,,2012
