,person_id,person_age,person_sex,vehicle_make,vehicle_year,overall_rating
40,57d9fca7-772f-4838-ac5d-4a4573d605de,39,U,ford,2008.0,4.5
41,57d9fca7-772f-4838-ac5d-4a4573d605de,39,U,ford,2008.0,3.8
42,c24b23a7-6ed2-46c1-b5ae-5303c8c1e56a,38,M,ford,2008.0,4.666666666666667
43,c24b23a7-6ed2-46c1-b5ae-5303c8c1e56a,38,M,ford,2008.0,4.8
44,69058884-1eaf-4e96-a1ab-e2a6d14a5249,40,F,ford,2008.0,4.0
45,69058884-1eaf-4e96-a1ab-e2a6d14a5249,40,F,ford,2008.0,4.166666666666667
46,69058884-1eaf-4e96-a1ab-e2a6d14a5249,40,F,ford,2008.0,3.5
47,6c35443a-6e17-4113-a79b-ae815e1d3163,46,M,ford,2008.0,3.0
48,6c35443a-6e17-4113-a79b-ae815e1d3163,46,M,ford,2008.0,2.0
49,098ce6ce-a28b-4513-b66b-b1777ffe7bec,39,M,ford,2008.0,4.333333333333333
50,098ce6ce-a28b-4513-b66b-b1777ffe7bec,39,M,ford,2008.0,5.0
51,098ce6ce-a28b-4513-b66b-b1777ffe7bec,39,M,ford,2008.0,4.2
52,7b3f97d7-aa26-46d4-a132-ad781f21bfac,37,M,ford,2008.0,4.246415849165484
53,7cee57a2-37a8-427c-9dd4-393e26a4543f,32,M,ford,2008.0,4.0
54,7cee57a2-37a8-427c-9dd4-393e26a4543f,32,M,ford,2008.0,4.166666666666667
55,7cee57a2-37a8-427c-9dd4-393e26a4543f,32,M,ford,2008.0,3.5
56,bb9523ed-a2cb-4697-a674-d610de8ffe9e,68,F,ford,2008.0,4.5
57,bb9523ed-a2cb-4697-a674-d610de8ffe9e,68,F,ford,2008.0,3.8
58,df20c072-6d61-4e8b-9094-421dda186a0b,39,U,ford,2008.0,4.333333333333333
59,df20c072-6d61-4e8b-9094-421dda186a0b,39,U,ford,2008.0,5.0
60,df20c072-6d61-4e8b-9094-421dda186a0b,39,U,ford,2008.0,4.2
61,ed6d13ac-1c17-4102-8d2f-4772564301f9,62,M,alfa romeo,2017.0,
62,c0efc5b3-c85a-41b6-8d0d-a19698454bb5,52,M,alfa romeo,2017.0,
63,70e47b2b-301b-441c-a3a8-883ad769c389,28,F,alfa romeo,2017.0,
64,14aadfac-5c03-4516-b954-6f861f058a8c,56,M,alfa romeo,2017.0,
65,0df043b8-4896-4117-a9b3-23e28887cbf9,61,F,alfa romeo,2017.0,
66,71c0a3e4-58c9-4fdd-b09b-9802dbdb289c,25,M,alfa romeo,2017.0,
67,fb1dcf39-4385-4cdb-9e74-f886c9ec40d5,45,,alfa romeo,2017.0,
68,eabebdc7-cab7-49f6-aea5-6a02077658ab,37,F,alfa romeo,2017.0,
69,8db4aecf-c2ed-4627-86ca-13f52fcec520,42,F,alfa romeo,2017.0,
70,d51f1921-340a-4fb6-b842-a6c9794c69f0,38,M,alfa romeo,2017.0,
71,39b2507a-bd88-4084-9d83-3254db1a674c,36,F,alfa romeo,2017.0,
72,d697b612-fdb2-45d4-b42b-1afbb5c5b606,32,M,alfa romeo,2017.0,
73,8ad7cfd8-e39b-4d02-83c3-84544fb5aaff,5,M,alfa romeo,2017.0,
74,7bf07379-e756-4b0b-b88d-0d06a8d3fff4,45,,alfa romeo,2017.0,
75,9dac69e2-e07a-452a-be02-9ca3c65de27a,53,M,alfa romeo,2017.0,
76,3e3b73ef-8724-4b03-84db-97882c1885a0,26,M,alfa romeo,2017.0,
77,2b63199c-7925-42eb-a712-aabd1af20dc4,54,M,alfa romeo,2017.0,
78,ca09c24e-a6a5-4918-9000-16a4da9c13fa,49,M,alfa romeo,2017.0,
79,fabdb2a0-1db6-4d5b-9b62-fb27cd7ac3f3,52,M,alfa romeo,2016.0,
80,5fdaf9ba-312b-42be-abcf-e266a67c00b2,30,F,alfa romeo,2016.0,
81,23b5c7ce-2c70-4ce0-a954-26b555955f21,34,M,alfa romeo,2016.0,
82,6b2c45f9-4bfd-4ea0-8d27-a0f2a0a54062,45,,alfa romeo,2016.0,
83,d9fc718d-2d20-439c-ba24-13188d95b895,34,M,alfa romeo,2016.0,
84,06a0556b-f1c1-46eb-a84a-6429b6048114,45,,alfa romeo,2016.0,
85,a30b5a4e-f55d-49e8-9252-6b70c64c8a9f,37,M,alfa romeo,2016.0,
86,90b4737d-b04f-41cb-8a46-df82b078886b,74,M,alfa romeo,2016.0,
87,e4e6fae9-b0c3-4082-9599-994b941c3332,32,M,alfa romeo,2016.0,
88,7ba971a4-24d4-4c56-8305-dd78cc834851,33,M,alfa romeo,2016.0,
89,533a7f20-6b4b-4181-a8f2-679b5fd33fec,45,,alfa romeo,2016.0,
90,d061aad7-c6b2-4605-a502-daa4a43dfae2,40,F,alfa romeo,2016.0,
91,681b8530-2f9e-4792-83fa-80862acbe10f,24,F,alfa romeo,2016.0,
92,66061876-1d03-489a-98af-518077f273e2,15,F,honda,2008.0,4.8
93,72c9344b-186f-4f53-88c0-796191a3381f,47,M,honda,2008.0,4.6
94,31630616-2b2b-4081-ba62-460f828d21a8,48,M,honda,2008.0,4.6
95,eae72a0d-032d-49e6-93c4-b9c26bbdb5ea,45,M,honda,2008.0,4.6
96,2562225d-e1cf-4f0a-86e4-cc109efa2ff8,39,U,honda,2008.0,4.8
97,0d274f3d-3ccb-440c-a1db-25aabc8d8bbd,74,M,honda,2008.0,4.6
98,d3937577-9eba-43bc-9226-81733829c177,25,F,alfa romeo,2019.0,
99,257367d3-8dca-4a15-9895-305631f35535,38,M,alfa romeo,2019.0,
100,01584b00-db48-441a-b5b1-d07b4eddc594,46,F,alfa romeo,2019.0,
101,cd973eb8-5f50-425a-a383-b82ad18e665e,69,F,alfa romeo,2019.0,
102,1d8059bc-7edf-4378-8fa0-331bf81fa2ed,39,U,alfa romeo,2019.0,
103,3415bf4a-71a9-4efa-9520-b9863c3f1c4b,29,M,alfa romeo,2019.0,
104,728d4e6f-6071-4d76-8beb-7878acc9b4b8,90,M,alfa romeo,2019.0,
105,45be97a4-ea0e-4f39-8922-34a28e5a7d36,36,F,alfa romeo,2019.0,
106,652025d2-a5fd-43f4-94fd-c21b4ee6bdbf,30,M,alfa romeo,2019.0,
107,fd4562f7-9615-4c58-88bd-90079d655b45,37,M,alfa romeo,2019.0,
108,a22986d6-7a94-4f7f-8438-b058a4cdde80,61,M,alfa romeo,2019.0,
109,1e9cd881-49aa-4078-8ffb-6299e18d0474,27,M,alfa romeo,2019.0,
110,cc87346d-4315-4b78-a093-08af94ce55f2,55,M,alfa romeo,2019.0,
111,6214386f-cfd2-4b75-9262-d096b3bff705,38,M,alfa romeo,2019.0,
112,cd29e07c-8031-4041-b6ef-d45b6c0be062,50,F,alfa romeo,2019.0,
113,b8148d4c-d47f-49ca-8fc3-3487ad41d6ce,75,F,alfa romeo,2019.0,
114,6756126a-5f62-4f68-a87c-9783fd0cd072,34,M,alfa romeo,2019.0,
115,94ef21d2-aea3-418c-8dfe-a4794a9b384d,60,F,alfa romeo,2015.0,
116,895820e8-bda0-476f-848c-08bab36ce3b7,41,M,alfa romeo,2015.0,
117,a5dcda1a-9c22-4aad-8461-cce4e6ac11b8,41,M,alfa romeo,2015.0,
118,7850b1f5-4f92-4d35-9c62-048b61dc7126,18,F,alfa romeo,2015.0,
119,efb7d689-d55d-4799-8689-dc0dd39a042c,44,M,alfa romeo,2015.0,
120,569dedbf-4f99-4d6b-a265-017ca6c869ba,60,F,alfa romeo,2015.0,
121,011a9528-e20d-4261-994e-d32ad118ac70,35,F,alfa romeo,2015.0,
122,6f1c849a-935f-46c0-bcf0-94093ebd91ff,36,M,alfa romeo,2015.0,
123,78c6f6c5-f956-4966-8db3-b4ba9834daf0,42,F,alfa romeo,2015.0,
124,e2a16693-33c6-4492-877f-83ed25b2d846,45,,alfa romeo,2015.0,
125,186d2ab0-9843-413d-b728-b37c3f9e5c23,37,M,alfa romeo,2015.0,
126,dbfb4293-a0fe-4eea-bc66-75019ff0b29e,61,F,alfa romeo,2015.0,
127,88314a76-0450-4e42-b28d-2fdc3fa03c1b,65,M,alfa romeo,2015.0,
128,12ef3abd-e15a-40b1-a47c-8e816f7b03ac,45,M,alfa romeo,2015.0,
129,6e0b4ac7-b2b9-48c4-8d22-2e71977bf988,124,M,alfa romeo,2015.0,
130,58da6896-bb9c-49ac-b02a-765d24378834,36,F,alfa romeo,2015.0,
131,f0c969ee-5847-4b52-a7ca-a5d872ac9327,22,M,honda,2017.0,5.0
132,c2f00eab-4e13-4fbf-b680-bd148050b95f,71,M,honda,2017.0,5.0
133,0e797ffb-6e55-42fb-9333-4bd312de5ad7,31,F,honda,2017.0,5.0
134,fafcce81-c9ad-4c50-8107-6c93f31989bf,38,M,honda,2017.0,4.646291448516578
135,0eed15ee-b8bf-4274-82d8-1931db2e7450,23,M,honda,2017.0,4.646291448516578
136,8aa2465f-ac69-4814-8d90-ccf5a7e55f4d,67,F,ford,2013.0,4.246415849165484
137,6a94c056-1e17-4af1-9b14-7bbf248a8e89,38,M,ford,2013.0,4.0
138,3f1f8d5b-60b5-412c-ac49-ccd77a034b22,22,M,ford,2013.0,4.246415849165484
139,201b23b8-8583-40cd-810b-411887a8e2c9,56,M,ford,2013.0,5.0
140,4a7bf913-6902-4a11-8667-1a34af116522,46,M,ford,2013.0,4.246415849165484
141,ae97f650-bf20-49b1-a328-102aadc0d6ca,39,U,ford,2013.0,4.0
142,b6b48952-f85d-4d75-a74e-02ad06c47ea9,36,F,ford,2013.0,2.0
143,b6b48952-f85d-4d75-a74e-02ad06c47ea9,36,F,ford,2013.0,3.0
144,a1d77833-2c5f-4e28-a539-0d479f1ec921,39,U,ford,2013.0,4.246415849165484
145,68c67b97-867c-499f-9bda-dc3ce727ea6f,72,M,ford,2013.0,5.0
146,37ff1c31-f633-4b79-91f0-0f4a3ffcab5c,49,F,ford,2013.0,4.246415849165484
147,d1779f4d-cfb7-40bd-911e-41386991a000,26,F,ford,2013.0,4.0
148,c3bcaf1b-470a-42b1-9783-e33c41cfed7a,48,M,ford,2013.0,2.0
149,c3bcaf1b-470a-42b1-9783-e33c41cfed7a,48,M,ford,2013.0,3.0
150,b67cb1a1-988a-4cf3-beaa-36ebc0486493,34,M,jeep,2019.0,5.0
151,b67cb1a1-988a-4cf3-beaa-36ebc0486493,34,M,jeep,2019.0,3.5466666666666664
152,9e99e39f-450a-4262-bbd2-5abf09af0e16,38,M,jeep,2019.0,3.8812361111111104
153,b62adff0-9622-43b1-879c-694aca9eb151,39,M,jeep,2019.0,3.75
154,e11df999-cd4d-4789-b608-8595a43bff72,38,M,jeep,2019.0,3.8812361111111104
155,a4a2611d-4c29-47ee-9528-a14653de42b6,34,M,jeep,2019.0,3.8812361111111104
156,b5001183-8d8a-4f46-ab0b-38aa85a9a2a2,24,F,jeep,2019.0,3.75
157,79eaf1e5-5458-4156-9b66-beaf634b02fa,24,F,alfa romeo,2018.0,
158,ff6a289a-093f-4eea-9ec0-e9747ee7e372,37,M,alfa romeo,2018.0,
159,c8608546-c51a-4fba-bca6-aa6afa7eff95,46,M,alfa romeo,2018.0,
160,1fa3da5a-b396-43ae-aae0-f6c14e9a958b,1,F,alfa romeo,2018.0,
161,db3b3bc3-a7e3-407d-aca4-fa994ac98d82,56,M,alfa romeo,2018.0,
162,7a5e6b6d-1229-480e-bef1-9f6ad051feae,35,F,alfa romeo,2018.0,
163,2c3dbf35-605c-4ba7-b486-c6e942e24374,42,M,alfa romeo,2018.0,
164,19e62478-1e65-4aea-8ba5-73bfd172ea56,42,M,alfa romeo,2018.0,
165,ded5800c-aab1-4b08-9327-0b1e6d8e4080,63,M,alfa romeo,2018.0,
166,85c93afb-89d7-4646-807e-08f534a3d0fe,38,M,alfa romeo,2018.0,
167,e8e53680-6ce9-4509-abeb-c42f6b92fc5c,24,F,alfa romeo,2018.0,
168,0d9c32f3-3d18-43bc-89a3-966a6c3cbe9b,18,M,alfa romeo,2018.0,
169,75d70c55-e775-4b87-ac2c-80b8dfb08076,35,F,alfa romeo,2018.0,
170,35cda48c-b88d-427c-b08f-53ff82000a75,68,M,alfa romeo,2018.0,
171,50a1ed6a-0f27-4a9b-b90b-e1769613db9d,26,M,alfa romeo,2018.0,
172,49642bd4-e766-4098-a38c-03ddcf9c8734,33,M,alfa romeo,2018.0,
173,7d708f87-8fef-4da9-af71-5d276aaa4f8a,34,M,alfa romeo,2018.0,
174,a791aa61-5f0f-4975-98d6-262ea42d36f1,32,M,alfa romeo,2018.0,
175,b5fdc8f6-e869-45dc-9600-747757dee655,49,M,alfa romeo,2018.0,
176,b226f4e6-9050-446d-9027-22d244e9e384,48,M,alfa romeo,2018.0,
177,f4394685-ef2c-4bf2-a96d-0d89380369e5,76,M,alfa romeo,2018.0,
178,69206472-383a-4f7c-a9fc-bae86aa1bdc8,25,M,alfa romeo,2018.0,
179,5be90f8d-e10d-4c64-b360-c079c7a33e87,32,M,mazda,2016.0,4.465050308358117
180,5be90f8d-e10d-4c64-b360-c079c7a33e87,32,M,mazda,2016.0,4.0
181,9a3c629f-9549-47b9-b7bc-49a983031feb,27,F,mazda,2016.0,5.0
182,a41222dc-2387-4316-9220-206e0b38f117,25,F,jeep,2021.0,5.0
183,f8c76b0d-cf72-4414-a3e5-5a20cfbf18b2,38,M,jeep,2021.0,3.0
184,d7b07030-0fc4-4c90-8bc3-e529395299b6,28,F,jeep,2021.0,5.0
185,fb5c0135-0b15-4fbf-8450-44be9ddc2014,41,M,jeep,2021.0,5.0
186,ec884776-0a39-4c81-b4d2-fefbe420e923,25,F,jeep,2021.0,3.75
187,bd3e9b9b-abe3-4ac4-b3c3-5293a19f7bf8,41,M,jeep,2021.0,3.0
188,74c8f240-4883-4a91-93a7-c5afbbdbdd23,56,F,dodge,2024.0,4.0
189,ff4b2948-d3ba-4b66-9347-0ffa98631f2c,56,F,dodge,2024.0,4.044941649336626
190,ea2166a1-a3c6-4717-9243-481fb0da6295,39,U,ford,2023.0,4.246415849165484
191,985cbaa1-fc1a-43d7-a4c5-d2ed31cd2f27,45,,ford,2023.0,4.246415849165484
192,0775eb9b-6046-4736-827a-3b3aea61e947,45,,ford,2023.0,3.0
193,0775eb9b-6046-4736-827a-3b3aea61e947,45,,ford,2023.0,4.4
194,0775eb9b-6046-4736-827a-3b3aea61e947,45,,ford,2023.0,4.75
195,0775eb9b-6046-4736-827a-3b3aea61e947,45,,ford,2023.0,2.0
196,5b176d24-fd7f-4bc8-ada2-de3f3dba45a9,54,F,ford,2023.0,3.0
197,5b176d24-fd7f-4bc8-ada2-de3f3dba45a9,54,F,ford,2023.0,4.4
198,5b176d24-fd7f-4bc8-ada2-de3f3dba45a9,54,F,ford,2023.0,4.75
199,5b176d24-fd7f-4bc8-ada2-de3f3dba45a9,54,F,ford,2023.0,2.0
200,0b3171bf-4f87-419b-9980-87909db8b592,26,M,ford,2023.0,5.0
201,998fe4e0-4c8e-49ec-95bf-b30f9b482d09,45,,ford,2023.0,5.0
202,7947c0bd-498b-4bab-a308-8054ebb9dc52,33,M,ford,2023.0,4.246415849165484
203,bcb54bb6-e235-4459-816d-11b9ea5d9120,30,M,ford,2023.0,4.0
204,05099052-7b17-44c2-bb52-54b0b28ec0a0,28,F,ford,2023.0,3.0
205,05099052-7b17-44c2-bb52-54b0b28ec0a0,28,F,ford,2023.0,4.4
206,05099052-7b17-44c2-bb52-54b0b28ec0a0,28,F,ford,2023.0,4.75
207,05099052-7b17-44c2-bb52-54b0b28ec0a0,28,F,ford,2023.0,2.0
208,497efe14-a5c4-4862-8922-2b491d6efcff,28,F,ford,2023.0,5.0
209,de4c1fa6-1f77-460f-bbad-3e627ca457cc,45,,ford,2023.0,4.0
210,9a247508-84db-4879-8111-6eaaefcfa2d6,30,M,ford,2023.0,3.0
211,9a247508-84db-4879-8111-6eaaefcfa2d6,30,M,ford,2023.0,4.4
212,9a247508-84db-4879-8111-6eaaefcfa2d6,30,M,ford,2023.0,4.75
213,9a247508-84db-4879-8111-6eaaefcfa2d6,30,M,ford,2023.0,2.0
214,26b1f6c2-1fd0-49c2-82c1-eea926c9062e,41,M,honda,2009.0,4.8
215,26b1f6c2-1fd0-49c2-82c1-eea926c9062e,41,M,honda,2009.0,4.666666666666667
216,69bd9569-7706-4540-ac82-b1d532e856ec,33,M,honda,2009.0,4.5
217,69bd9569-7706-4540-ac82-b1d532e856ec,33,M,honda,2009.0,4.646291448516578
218,9656974b-3c0b-475e-a6e3-32830ffc4762,39,M,honda,2009.0,4.5
219,9656974b-3c0b-475e-a6e3-32830ffc4762,39,M,honda,2009.0,4.646291448516578
220,c72903a4-d5e7-48ea-85a6-a407ef4747d5,39,U,honda,2009.0,4.8
221,c72903a4-d5e7-48ea-85a6-a407ef4747d5,39,U,honda,2009.0,4.666666666666667
222,5b1813ea-c17f-4985-abc5-c6e721b4ba1d,9,M,honda,2009.0,4.333333333333333
223,ba7046b9-5ea0-487f-b61e-add1b22c3961,12,M,honda,2009.0,4.5
224,ba7046b9-5ea0-487f-b61e-add1b22c3961,12,M,honda,2009.0,4.646291448516578
225,ef726f7a-4591-4f04-a6d5-a2641850decb,54,M,honda,2009.0,4.6
226,e053f494-23bb-4543-b396-e04fdc9bbd60,64,M,honda,2009.0,4.6
227,30e879eb-3097-47a3-bfcb-12ed86e5fdb6,45,,honda,2009.0,4.8
228,30e879eb-3097-47a3-bfcb-12ed86e5fdb6,45,,honda,2009.0,4.666666666666667
229,f6cc848b-c702-401a-ab7b-ca13aafcb65c,41,M,honda,2009.0,4.333333333333333
230,d4e4c256-ce2d-4a97-bbe8-5559e28e0aeb,54,M,honda,2009.0,4.333333333333333
231,fcc387fa-d211-4373-8ab9-34c65e1142d2,35,M,honda,2023.0,5.0
232,cd9cca60-d045-4954-842f-9daacee0a274,38,F,honda,2023.0,4.9
233,43870919-0992-449d-b709-de1c3f7c596c,54,M,honda,2023.0,4.9
234,89fba5dd-52c7-44aa-a98d-7cc942a46d87,33,F,honda,2023.0,4.8
235,a7112787-bb3f-472c-aa54-7c6a01709cd1,35,M,honda,2023.0,4.9
236,7ae3bcee-4b72-43d2-82fc-113c45542872,72,F,honda,2023.0,4.8
237,9da3b794-adff-4e2c-8782-0067ee141e19,77,F,honda,2023.0,4.9
238,e8c3cf96-1d56-4cef-833b-9983f1cd1c15,45,F,honda,2023.0,5.0
239,91ecc8b0-d380-4e4d-ae17-187adbe66075,58,M,honda,2023.0,5.0
240,755e77a6-897a-43e6-b082-da4ba4aaf4e0,39,M,honda,2023.0,4.9
241,2a9f8357-1318-4ba1-81aa-410a84b256ff,27,M,ford,2016.0,4.625
242,10475d69-345e-4f70-8b78-75e2e88b72e2,41,M,ford,2016.0,3.0
243,e3e88dcc-de28-4fdc-bf6e-51f9c1e48842,59,F,ford,2016.0,5.0
244,e3e88dcc-de28-4fdc-bf6e-51f9c1e48842,59,F,ford,2016.0,3.6666666666666665
245,d30ca84a-ff3e-4ec3-9417-c65872fd69ba,48,M,ford,2016.0,4.625
246,4cb86eb0-cf66-45d4-b756-578b4f42be1d,27,M,ford,2016.0,4.0
247,cf71ecdb-a272-45be-98ba-afc0c806e8bf,60,M,ford,2016.0,4.625
248,4db9442d-6886-4136-814d-435c94b76972,20,M,ford,2016.0,4.0
249,fa9f7c3b-9102-4dee-a609-a65f66e48e34,66,M,ford,2016.0,5.0
250,fa9f7c3b-9102-4dee-a609-a65f66e48e34,66,M,ford,2016.0,3.6666666666666665
251,6c57d205-9831-47f0-99e8-48653a40c7c9,45,,ford,2016.0,5.0
252,6c57d205-9831-47f0-99e8-48653a40c7c9,45,,ford,2016.0,3.6666666666666665
253,5b4014a0-83f4-4325-b942-bc5666a76ea3,44,F,ford,2016.0,4.246415849165484
254,5b4014a0-83f4-4325-b942-bc5666a76ea3,44,F,ford,2016.0,4.6
255,1e752795-41d6-4bfd-aff1-c320a97438e7,39,U,ford,2016.0,4.0
256,fd401b46-ab1e-4383-ac9f-523dc0b3fa2b,38,M,ford,2016.0,4.246415849165484
257,fd401b46-ab1e-4383-ac9f-523dc0b3fa2b,38,M,ford,2016.0,4.6
258,b5793ad5-4d76-4aeb-a3f9-8914d79e5f44,55,M,ford,2016.0,4.625
259,b3a99da1-2a1f-40b6-8a96-ad8f2ef0b3f1,34,M,ford,2016.0,4.0
260,128896ff-5be3-4a57-8fa2-cc9186582baa,56,F,ford,2016.0,5.0
261,128896ff-5be3-4a57-8fa2-cc9186582baa,56,F,ford,2016.0,3.6666666666666665
262,374cd615-10cb-484e-a2c8-51abf8d2a15f,31,M,ford,2016.0,4.625
263,807d7851-ccee-422e-a1ca-96ed1655c30a,30,M,ford,2016.0,4.246415849165484
264,807d7851-ccee-422e-a1ca-96ed1655c30a,30,M,ford,2016.0,4.6
265,49d8fd84-dbd7-4cb2-a177-abf1c7ac096a,55,M,ford,2016.0,3.0
266,383b60b1-bf4e-4ad2-be0d-6c055c5eda9e,38,M,ford,2016.0,5.0
267,383b60b1-bf4e-4ad2-be0d-6c055c5eda9e,38,M,ford,2016.0,3.6666666666666665
268,1f5a6a0f-0085-4085-8080-bf71f4e35410,27,M,ford,2016.0,5.0
269,1f5a6a0f-0085-4085-8080-bf71f4e35410,27,M,ford,2016.0,3.6666666666666665
270,d30b9079-7d77-40bb-b0c3-a0830be030f2,20,M,ford,2016.0,3.0
271,3713fa33-b91b-4d43-9f1d-00e6b550877a,67,M,ford,2016.0,4.0
272,e5ef284e-7d21-442c-92a7-3ae1f7bc564c,22,F,ford,2016.0,5.0
273,e5ef284e-7d21-442c-92a7-3ae1f7bc564c,22,F,ford,2016.0,3.6666666666666665
274,319b5b54-bf74-4699-84e9-3cd4b7d1a464,45,,ford,2016.0,3.0
275,5bf0a7e1-c21f-4b77-b0b4-fde705e73e4d,45,,ford,2016.0,3.0
276,1ed02668-ecb0-440a-b649-31a264491305,37,M,honda,2016.0,4.0
277,266db5c9-c679-4987-9391-9cebe2d99631,28,M,mazda,2018.0,5.0
278,1492ce62-d32a-40ce-9796-c9a7c5ec5d23,45,,mazda,2018.0,5.0
279,e4ca9b4a-a530-493a-a75c-9c27db9bc8eb,45,,mazda,2018.0,5.0
280,198ed729-526a-4c14-bdf5-21b2a767a978,39,M,mazda,2018.0,4.465050308358117
281,198ed729-526a-4c14-bdf5-21b2a767a978,39,M,mazda,2018.0,4.0
282,457aa932-8b9d-4f25-b493-0470fdf6e0f1,63,M,mazda,2018.0,5.0
283,da793836-fee2-4adf-9558-d042effcb2ce,30,M,mazda,2018.0,4.465050308358117
284,da793836-fee2-4adf-9558-d042effcb2ce,30,M,mazda,2018.0,4.0
285,49e34807-63ad-479e-b109-dec5610e6d8f,43,F,mazda,2018.0,5.0
286,c3c94cd5-8d68-4dca-936d-1fc9fb7bb8e1,41,M,jeep,2015.0,5.0
287,aa4ac907-d1ce-40cb-9758-aac4dbcf1ea6,50,M,jeep,2015.0,5.0
288,5e12b9ba-e7d2-4f8d-b26a-3ac6f68a4869,46,F,jeep,2015.0,4.0
289,8de2ca2d-3406-437f-9257-d84815bd502f,46,F,jeep,2015.0,3.0
290,384ac101-a9cc-436b-8249-72477a2df16b,47,M,jeep,2015.0,5.0
291,a2ff6e05-50da-4c49-ad2c-aca7a2cf7eee,45,,jeep,2015.0,3.25
292,d5dec53d-aa1e-4231-897f-0dc6afbf454f,45,,jeep,2015.0,5.0
293,77767673-f644-4342-8e75-6e866a5c5332,39,M,jeep,2015.0,5.0
294,272b7bef-f3df-4871-b384-5b44388e05ea,27,F,jeep,2015.0,3.0
295,e6c29b90-c9d0-4271-98a2-33b8e6472b9b,66,M,jeep,2015.0,5.0
296,5fea4df1-c7cb-485e-8a6f-6b373d9340b9,33,M,ford,2018.0,5.0
297,5fea4df1-c7cb-485e-8a6f-6b373d9340b9,33,M,ford,2018.0,3.6666666666666665
298,5fea4df1-c7cb-485e-8a6f-6b373d9340b9,33,M,ford,2018.0,4.875
299,b761dfd6-99ad-4698-b058-fa196cc17b1f,40,M,ford,2018.0,4.246415849165484
