UNIQUE_ID,COLLISION_ID,CRASH_DATE,CRASH_TIME,PERSON_ID,PERSON_TYPE,PERSON_INJURY,VEHICLE_ID,PERSON_AGE,EJECTION,EMOTIONAL_STATUS,BODILY_INJURY,POSITION_IN_VEHICLE,SAFETY_EQUIPMENT,PED_LOCATION,PED_ACTION,COMPLAINT,PED_ROLE,CONTRIBUTING_FACTOR_1,CONTRIBUTING_FACTOR_2,PERSON_SEX,Year
12851949,4692454,2024-01-03,0:00,fc11d365-d572-4756-b8c1-d9cd55302aa2,Occupant,Unspecified,20579052.0,9.0,Not Ejected,Does Not Apply,Does Not Apply,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Lap Belt & Harness,,,Does Not Apply,Passenger,,,M,2024
12851481,4692347,2024-01-03,11:30,4840b138-92a6-44a1-9fde-590d64270d95,Occupant,Unspecified,20578782.0,34.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F,2024
12851860,4692452,2024-01-03,17:47,cc433fea-2652-4c85-aba1-78c25e738495,Occupant,Unspecified,20579002.0,56.0,,,,,,,,,Registrant,,,F,2024
12853178,4692725,2024-01-03,16:00,022218ae-c3bb-4a9f-bc4a-09b65bd30a62,Occupant,Unspecified,20579763.0,49.0,,,,,,,,,Registrant,,,M,2024
12853051,4692707,2024-01-03,8:24,09689d20-47cc-45f1-b1c4-5bba9b76c068,Occupant,Unspecified,20579699.0,36.0,,,,,,,,,Registrant,,,F,2024
12851931,4692422,2024-01-03,18:09,854a46f4-bd67-4569-9b12-b293b099e031,Occupant,Unspecified,20579043.0,,,,,,,,,,Registrant,,,U,2024
12852810,4692591,2024-01-03,20:00,99eded66-08c2-4dde-81b9-5afa5cf1d04b,Occupant,Unspecified,20579555.0,35.0,,,,,,,,,Registrant,,,U,2024
12853177,4692660,2024-01-03,15:49,760cb6ba-627a-4442-a9bf-d0e5667babd8,Pedestrian,Injured,,,,Shock,Shoulder - Upper Arm,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,"Crossing, No Signal, or Crosswalk",Complaint of Pain or Nausea,Pedestrian,Traffic Control Disregarded,Passing Too Closely,M,2024
12853814,4692867,2024-01-03,15:00,91c67307-7a70-4b8e-b938-69ba5323bacb,Occupant,Unspecified,20580142.0,55.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F,2024
12852025,4692272,2024-01-03,9:01,f63a83dd-13db-4894-8060-9c031cf7466a,Occupant,Unspecified,20579079.0,,,,,,,,,,Registrant,,,,2024
12852895,4692579,2024-01-03,17:00,bdc8b02d-e870-4781-8f8c-6853af89cc6d,Occupant,Unspecified,20579609.0,30.0,Not Ejected,Does Not Apply,Does Not Apply,Unknown,Unknown,,,Does Not Apply,Driver,,,M,2024
12851947,4692454,2024-01-03,0:00,eb73463d-7529-4c84-ae2c-6a6462c44d54,Occupant,Unspecified,20579051.0,70.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,M,2024
12853048,4692707,2024-01-03,8:24,5d9ce939-0e5e-417d-ad5b-ab67f6fd2a6f,Occupant,Unspecified,20579700.0,41.0,,,,,,,,,Registrant,,,M,2024
12852633,4692605,2024-01-03,0:30,4b41ad59-9061-45fb-b081-bd086bca8d2f,Occupant,Unspecified,20579467.0,49.0,,,,,,,,,Registrant,,,M,2024
12853039,4692589,2024-01-03,19:28,bd3e9b9b-abe3-4ac4-b3c3-5293a19f7bf8,Occupant,Unspecified,20579691.0,41.0,,,,,,,,,Registrant,,,M,2024
12851843,4692351,2024-01-03,7:51,b3155215-bdf7-42a3-b096-dc13edd64383,Occupant,Unspecified,20578996.0,18.0,,,,,,,,,Registrant,,,M,2024
12853323,4692509,2024-01-03,9:35,7c6682da-b30a-45ee-a435-2b05d53b7321,Occupant,Unspecified,20579837.0,63.0,,,,,,,,,Registrant,,,F,2024
12853869,4692855,2024-01-03,13:41,7bf70445-9390-45b8-9010-42c558675a9f,Occupant,Unspecified,20580172.0,42.0,,,,,,,,,Registrant,,,M,2024
12853798,4692794,2024-01-03,13:33,5ea35810-e52e-4717-a79a-0945f1d47cb5,Occupant,Unspecified,20580132.0,,,,,,,,,,Registrant,,,M,2024
12852755,4692700,2024-01-03,10:15,755e77a6-897a-43e6-b082-da4ba4aaf4e0,Occupant,Unspecified,20579540.0,39.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,2024
12853053,4692502,2024-01-03,15:40,0c90345d-97c9-451b-97e6-5bdcd99fe05b,Occupant,Unspecified,20579701.0,14.0,Not Ejected,Does Not Apply,Does Not Apply,Right rear passenger or motorcycle sidecar passenger,Lap Belt & Harness,,,Does Not Apply,Passenger,,,M,2024
12853025,4692488,2024-01-03,15:40,1e38cda2-c70b-4590-bdf5-2436673a63d6,Occupant,Unspecified,20579682.0,32.0,,,,,,,,,Registrant,,,M,2024
12851973,4692454,2024-01-03,0:00,0eb9fded-205d-42ee-b721-97e8fabe7c9d,Occupant,Unspecified,20579051.0,12.0,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Does Not Apply,Passenger,,,M,2024
12852517,4692480,2024-01-03,10:15,15417fc0-58ba-4823-bcfc-244441da692b,Other Motorized,Injured,20579385.0,26.0,Ejected,Shock,Hip-Upper Leg,Driver,,,,Severe Bleeding,Driver,,,M,2024
12855048,4693332,2024-01-03,8:31,3c4b86cf-7aec-451c-b51d-6bfdea601f9c,Occupant,Unspecified,20580853.0,,,,,,,,,,Registrant,,,M,2024
12852730,4692592,2024-01-03,17:46,c5ffccad-bb22-447c-b1a8-e8c350397c17,Occupant,Unspecified,20579523.0,56.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,2024
12851801,4692230,2024-01-03,7:49,b6a0b521-d5e6-4ad6-96b1-e439bf8ef342,Occupant,Unspecified,20578974.0,32.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Unknown,,,Does Not Apply,Driver,,,F,2024
12851985,4692249,2024-01-03,6:49,030e7ff4-f6ed-464b-8935-723f3acd6a54,Occupant,Unspecified,20579055.0,46.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,2024
12854390,4693039,2024-01-03,8:44,0bcd90d6-ddaa-4cbf-9c6d-869d18ceff8b,Occupant,Injured,20580477.0,26.0,Not Ejected,Conscious,Entire Body,Driver,Lap Belt & Harness,,,Complaint of Pain or Nausea,Driver,,,F,2024
12853393,4692520,2024-01-03,17:58,eac72d1e-b606-4850-87e9-0d5d20d48be9,Occupant,Unspecified,20579881.0,33.0,,,,,,,,,Registrant,,,F,2024
12851878,4692353,2024-01-03,9:41,538f4e38-f9e1-435e-b0db-e9205904b8a7,Occupant,Unspecified,20579010.0,79.0,,,,,,,,,Registrant,,,F,2024
12851986,4692249,2024-01-03,6:49,b6f054ed-8fba-4e4d-b1a2-8bc66ff9c165,Occupant,Unspecified,20579056.0,24.0,,,,,,,,,Registrant,,,M,2024
12851923,4692400,2024-01-03,10:10,7d805fe9-7d5f-4457-923c-4b5496e1edd5,Pedestrian,Injured,,76.0,,Conscious,Head,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Abrasion,Pedestrian,Unspecified,Unspecified,F,2024
12852702,4692702,2024-01-03,11:50,64d48ca7-7ab8-4d15-93d1-3f46e0234b89,Occupant,Unspecified,20579505.0,,,,,,,,,,Registrant,,,F,2024
12855098,4693177,2024-01-03,11:19,e1d03011-184e-471d-aeec-aaeaa4025304,Occupant,Injured,20580879.0,29.0,Not Ejected,Unknown,Back,Driver,Unknown,,,Complaint of Pain or Nausea,Driver,,,M,2024
12853753,4692849,2024-01-03,9:30,d393a7ee-87ba-4a3d-a697-02ea747c8fec,Occupant,Unspecified,20580110.0,50.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,2024
12851874,4692353,2024-01-03,9:41,0e0981ab-627a-41fb-8424-e8f0a2a619b0,Occupant,Unspecified,20579010.0,79.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F,2024
12851830,4692229,2024-01-03,9:10,1be89d1e-5ef1-414f-abdb-484a816ba128,Occupant,Unspecified,20578989.0,47.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,2024
12855050,4693332,2024-01-03,8:31,b1a435b3-6050-4453-a501-4911fcbcf1ac,Occupant,Unspecified,20580852.0,2.0,Not Ejected,Does Not Apply,Does Not Apply,"Middle rear seat, or passenger lying across a seat",Unknown,,,Does Not Apply,Passenger,,,F,2024
12851787,4692423,2024-01-03,17:09,0beac396-1b45-4bc0-9597-c2c8f5258eeb,Occupant,Unspecified,20578965.0,31.0,,,,,,,,,Registrant,,,F,2024
12853052,4692502,2024-01-03,15:40,3e67a62d-97b1-4c0a-86ae-48ab57da9d70,Occupant,Unspecified,20579701.0,29.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,2024
12852979,4692487,2024-01-03,10:15,ba82b897-c1ca-41f3-ab2e-c52d9b172e33,Occupant,Unspecified,20579654.0,62.0,,,,,,,,,Registrant,,,M,2024
12853816,4692867,2024-01-03,15:00,10c1bfc6-2f3a-418c-b340-adf0687d4014,Occupant,Unspecified,20580142.0,55.0,,,,,,,,,Registrant,,,F,2024
12853004,4692705,2024-01-03,14:30,ce9d71b0-942e-472f-bab0-50020e2e3c28,Pedestrian,Injured,,12.0,,Conscious,Chest,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,"Crossing, No Signal, or Crosswalk",Complaint of Pain or Nausea,Pedestrian,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,M,2024
12852027,4692272,2024-01-03,9:01,7f4b7096-3aa7-448b-a228-344bbaa7197d,Occupant,Unspecified,20579078.0,1.0,Not Ejected,Does Not Apply,Does Not Apply,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Child Restraint Only,,,Does Not Apply,Passenger,,,F,2024
12853773,4692864,2024-01-03,0:00,4bd18769-69fc-47ba-b55a-3e7716481fa8,Occupant,Unspecified,20580117.0,,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Passenger,,,F,2024
12853722,4692831,2024-01-03,14:30,39b2507a-bd88-4084-9d83-3254db1a674c,Occupant,Unspecified,20580088.0,36.0,,,,,,,,,Registrant,,,F,2024
12853130,4692483,2024-01-03,23:35,31bd1371-f635-4729-9ba4-2d82f0a8215f,Occupant,Unspecified,20579739.0,27.0,,,,,,,,,Registrant,,,M,2024
12851577,4692311,2024-01-03,9:05,319df82c-798c-408a-b797-5ca851973bf3,Occupant,Unspecified,20578843.0,29.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,2024
12853072,4692498,2024-01-03,18:05,559e2d58-c741-43da-a32c-39f500902c4c,Occupant,Unspecified,20579706.0,31.0,,,,,,,,,Registrant,,,F,2024
12852758,4692700,2024-01-03,10:15,ca1ff262-1e29-41b3-aff0-a7eb885ce7fb,Occupant,Unspecified,20579541.0,,,,,,,,,,Registrant,,,,2024
12852987,4692777,2024-01-03,11:20,29e11e88-3d8d-4a17-a5b3-0b75b08a769e,Occupant,Unspecified,20579662.0,37.0,Not Ejected,Does Not Apply,Does Not Apply,Unknown,Unknown,,,Does Not Apply,Driver,,,M,2024
12852724,4692653,2024-01-03,7:03,85326967-78ee-4922-959e-aaca47c590e5,Occupant,Unspecified,20579519.0,30.0,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",,,,Does Not Apply,Passenger,,,M,2024
12852760,4692700,2024-01-03,10:15,817fd803-8fb0-4894-886f-2b19e213b09b,Occupant,Unspecified,20579540.0,,,,,,,,,,Registrant,,,M,2024
12851642,4692412,2024-01-03,17:25,3b752ef8-a31b-457b-bc83-a708648a54be,Occupant,Unspecified,20578883.0,50.0,,,,,,,,,Registrant,,,M,2024
12852610,4692640,2024-01-03,14:33,4341e4fd-3925-4a8f-bf3e-9f4136da41e9,Occupant,Unspecified,20579446.0,53.0,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Unknown,,,Does Not Apply,Passenger,,,F,2024
12853128,4692483,2024-01-03,23:35,500f0d1c-066c-4221-9f06-a8a18969d8c8,Occupant,Unspecified,20579738.0,39.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,2024
12853762,4692913,2024-01-03,22:45,532a5896-b530-47b3-9e4b-14d01ac8cf7b,Occupant,Unspecified,20580115.0,53.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,2024
12853325,4692509,2024-01-03,9:35,5ff49263-9a57-4f65-8f5c-1f6de21683fc,Occupant,Unspecified,20579836.0,46.0,,,,,,,,,Registrant,,,M,2024
12853780,4692870,2024-01-03,19:38,196fdacc-7e82-41a5-82ca-fc9ce54dfba1,Occupant,Injured,20580124.0,39.0,Partially Ejected,Conscious,Shoulder - Upper Arm,Driver,Helmet (Motorcycle Only),,,Minor Bleeding,Driver,,,M,2024
12852748,4692626,2024-01-03,12:15,3126148e-b534-4b35-897f-a20c6a6b6587,Occupant,Unspecified,20579537.0,,,,,,,,,,Registrant,,,M,2024
12853017,4692500,2024-01-03,14:43,828ea777-784a-4fb1-a135-a1432d71ed88,Occupant,Injured,20579679.0,60.0,Not Ejected,Conscious,Back,Riding/Hanging on Outside,,,,Complaint of Pain or Nausea,Driver,,,M,2024
12853050,4692707,2024-01-03,8:24,aa4e399a-0b05-47eb-b42f-03dd302a71ac,Occupant,Unspecified,20579699.0,13.0,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Does Not Apply,Passenger,,,F,2024
12852009,4692196,2024-01-03,3:00,7ba971a4-24d4-4c56-8305-dd78cc834851,Occupant,Unspecified,20579067.0,33.0,,,,,,,,,Registrant,,,M,2024
12851994,4692432,2024-01-03,20:41,350b1395-afec-406b-8aca-c5ba22cb1dc2,Occupant,Unspecified,20579060.0,18.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,M,2024
12851976,4692454,2024-01-03,0:00,cb0f1d75-b9c2-4a63-9ab5-da90db84da37,Occupant,Unspecified,20579051.0,13.0,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Does Not Apply,Passenger,,,M,2024
12853975,4692680,2024-01-03,20:39,e2ac4659-520a-42e2-b217-f78c545ba018,Occupant,Injured,20580245.0,30.0,Not Ejected,Conscious,Head,Driver,Lap Belt & Harness,,,Complaint of Pain or Nausea,Driver,,,M,2024
12854388,4693039,2024-01-03,8:44,8d95240d-6bb8-4f6b-877a-a5c4fdb29309,Occupant,Unspecified,20580477.0,2.0,Not Ejected,Does Not Apply,Does Not Apply,"Middle rear seat, or passenger lying across a seat",Lap Belt & Harness,,,Does Not Apply,Passenger,,,F,2024
12852574,4692542,2024-01-03,8:09,351ec28a-3b17-4af1-ac74-b704ae1b7df0,Occupant,Unspecified,20579429.0,37.0,,,,,,,,,Registrant,,,M,2024
12850849,4692171,2024-01-03,2:03,2bc6e34e-3d9d-44c7-a85d-d5a10c26bd33,Occupant,Injured,20578388.0,21.0,Not Ejected,Conscious,Head,Driver,Lap Belt,,,Whiplash,Driver,,,F,2024
12852749,4692626,2024-01-03,12:15,cd286daf-f11f-449f-bd03-dea4e97803dc,Occupant,Injured,20579536.0,27.0,Not Ejected,Conscious,Entire Body,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Complaint of Pain or Nausea,Passenger,,,F,2024
12852643,4692560,2024-01-03,8:15,6d51b17a-275c-4417-98a5-2aeaf925bcd4,Occupant,Unspecified,20579471.0,55.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,F,2024
12851841,4692351,2024-01-03,7:51,94752043-0656-4397-a009-a9260ca2338e,Occupant,Unspecified,20578995.0,11.0,Not Ejected,Does Not Apply,Does Not Apply,Right rear passenger or motorcycle sidecar passenger,Unknown,,,Does Not Apply,Passenger,,,M,2024
12851579,4692311,2024-01-03,9:05,304d4a1f-6346-46d4-8b6f-7518bc7ab1de,Occupant,Injured,20578843.0,25.0,Not Ejected,Conscious,Back,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Complaint of Pain or Nausea,Passenger,,,F,2024
12852996,4692730,2024-01-03,16:08,110e55f5-899a-4725-a747-a52e3b812f4e,Occupant,Unspecified,20579667.0,,,,,,,,,,Registrant,,,,2024
12855100,4693177,2024-01-03,11:19,9964f635-78c6-4b3c-a683-1d1b8abbce5f,Occupant,Unspecified,20580879.0,29.0,,,,,,,,,Registrant,,,M,2024
12855094,4693101,2024-01-03,11:45,dd132360-449d-48cc-af1a-bc7116b55f0f,Occupant,Unspecified,20580877.0,78.0,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Does Not Apply,Passenger,,,F,2024
12852765,4692748,2024-01-03,6:57,3f1bfd64-a09a-489e-b736-cac8783a1d1f,Occupant,Unspecified,20579545.0,35.0,,,,,,,,,Registrant,,,F,2024
12852002,4692399,2024-01-03,17:58,2e8374b4-9f7d-4829-9145-91b0b0525099,Occupant,Unspecified,20579064.0,25.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,M,2024
12855096,4693101,2024-01-03,11:45,14c00baa-b6bd-402a-b050-6f204aca22ac,Occupant,Unspecified,20580877.0,72.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F,2024
12852896,4692579,2024-01-03,17:00,807d7851-ccee-422e-a1ca-96ed1655c30a,Occupant,Unspecified,20579609.0,30.0,,,,,,,,,Registrant,,,M,2024
12851795,4692393,2024-01-03,15:00,3975f6bb-b784-474f-899d-79582b0be155,Occupant,Unspecified,20578971.0,58.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,2024
12853350,4692512,2024-01-03,10:55,93a29dfc-f794-42cc-a0b1-8eee12f4572a,Occupant,Unspecified,20579849.0,90.0,,,,,,,,,Registrant,,,M,2024
12851952,4692454,2024-01-03,0:00,622fb126-fe4e-458d-9629-dc294aff8d6c,Occupant,Unspecified,20579052.0,13.0,Not Ejected,Does Not Apply,Does Not Apply,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Lap Belt & Harness,,,Does Not Apply,Passenger,,,M,2024
12852918,4692717,2024-01-03,5:50,7156b361-06ef-4088-bed8-57cdec2ca78e,Bicyclist,Injured,20579626.0,29.0,Not Ejected,Conscious,Back,Riding/Hanging on Outside,Helmet (Motorcycle Only),,,None Visible,Driver,,,M,2024
12851999,4692430,2024-01-03,20:10,1c5db1fc-d86e-4a21-ba73-7ccdf576fe4d,Occupant,Unspecified,20579061.0,,,,,,,,,,Registrant,,,M,2024
12851998,4692430,2024-01-03,20:10,cb7e2ca3-7b9a-439b-96de-76294b910e90,Occupant,Unspecified,20579062.0,73.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,2024
12853181,4692613,2024-01-03,19:00,ebc5dad6-ecdc-43a1-b465-bf9f66aa6968,Occupant,Unspecified,20579765.0,38.0,,,,,,,,,Registrant,,,M,2024
12851692,4692394,2024-01-03,8:50,5b5f888f-82c6-46ff-a37c-b3ec5c18727e,Occupant,Unspecified,20578914.0,54.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,2024
12853228,4692482,2024-01-03,19:50,b91a7e43-e324-4c1a-9e84-f0190c62c499,Pedestrian,Injured,,18.0,,Conscious,Face,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Severe Bleeding,Pedestrian,Unspecified,Unspecified,F,2024
12852011,4692462,2024-01-03,14:48,bfa1d0cc-0346-4a09-a763-4496fd9864b4,Occupant,Unspecified,20579069.0,21.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,2024
12851783,4692451,2024-01-03,7:00,1003949a-a080-40b4-98e9-7c3c7f843e48,Occupant,Unspecified,20578963.0,35.0,,,,,,,,,Registrant,,,F,2024
12852640,4692655,2024-01-03,0:00,385fa680-7960-4ede-b9ee-095beb16e9e1,Occupant,Unspecified,20579470.0,,,,,,,,,,Registrant,,,,2024
12853371,4692515,2024-01-03,4:00,acf015b3-e347-4724-a211-c186346c39e5,Occupant,Unspecified,20579862.0,63.0,Not Ejected,Does Not Apply,Does Not Apply,Riding/Hanging on Outside,,,,Does Not Apply,Driver,,,F,2024
12853015,4692500,2024-01-03,14:43,ce954055-2fc0-4a9e-a1af-07ab78ed6b5b,Occupant,Injured,20579678.0,49.0,Not Ejected,Conscious,Chest,Driver,Lap Belt & Harness,,,Contusion - Bruise,Driver,,,F,2024
12853770,4692864,2024-01-03,0:00,ccb1884f-97cb-4a76-a9ab-ee63c16aeeb7,Occupant,Unspecified,20580118.0,47.0,,,,,,,,,Registrant,,,M,2024
12852913,4692744,2024-01-03,22:30,a0f774d9-8b4d-48f9-959a-146e2beb9420,Occupant,Unspecified,20579621.0,36.0,,,,,,,,,Registrant,,,M,2024
12851980,4692454,2024-01-03,0:00,0c138234-9d92-4725-9898-75b84dbcf4cf,Occupant,Unspecified,20579051.0,,,,,,,,,,Registrant,,,,2024
12852866,4692580,2024-01-03,14:40,4718bea7-a601-4336-9e48-aa627d31b4f8,Occupant,Unspecified,20579586.0,20.0,Not Ejected,Does Not Apply,Does Not Apply,"Any person in the rear of a station wagon, pick-up truck, all passengers on a bus, etc",Unknown,,,Does Not Apply,Passenger,,,F,2024
12852579,4692629,2024-01-03,15:35,ed66f1c2-8d2d-445a-a169-3cdea7c66645,Occupant,Unspecified,20579431.0,55.0,,,,,,,,,Registrant,,,F,2024
12853055,4692502,2024-01-03,15:40,1d053f5f-4aa2-4ccc-8e39-21f9f7fcb91e,Occupant,Injured,20579701.0,17.0,Not Ejected,Conscious,Elbow-Lower-Arm-Hand,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Lap Belt & Harness,,,Minor Bleeding,Passenger,,,M,2024
12852523,4692612,2024-01-03,10:31,e8cd6f3c-3329-4f7b-8ab5-0cff0771a262,Occupant,Unspecified,20579387.0,,,,,,,,,,Registrant,,,,2024
12852757,4692700,2024-01-03,10:15,9da3b794-adff-4e2c-8782-0067ee141e19,Occupant,Unspecified,20579541.0,77.0,Not Ejected,Does Not Apply,Does Not Apply,Unknown,Lap Belt & Harness,,,Does Not Apply,Passenger,,,F,2024
12852985,4692777,2024-01-03,11:20,792b2f0f-1395-4158-a1de-b27daaca3d1a,Occupant,Unspecified,20579661.0,26.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Unknown,,,Does Not Apply,Driver,,,M,2024
12852798,4692602,2024-01-03,22:03,c716810d-6a14-4cd3-a961-f5573c54b4e4,Occupant,Injured,20579552.0,52.0,Not Ejected,Conscious,Head,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Complaint of Pain or Nausea,Passenger,,,F,2024
12853771,4692864,2024-01-03,0:00,b4e0f019-643f-4d5a-b959-7d791eac8218,Occupant,Unspecified,20580118.0,47.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,2024
