UNIQUE_ID,COLLISION_ID,CRASH_DATE,CRASH_TIME,VEHICLE_ID,STATE_REGISTRATION,VEHICLE_TYPE,VEHICLE_MAKE,VEHICLE_MODEL,VEHICLE_YEAR,TRAVEL_DIRECTION,VEHICLE_OCCUPANTS,DRIVER_SEX,DRIVER_LICENSE_STATUS,DRIVER_LICENSE_JURISDICTION,PRE_CRASH,POINT_OF_IMPACT,VEHICLE_DAMAGE,VEHICLE_DAMAGE_1,VEHICLE_DAMAGE_2,VEHICLE_DAMAGE_3,PUBLIC_PROPERTY_DAMAGE,PUBLIC_PROPERTY_DAMAGE_TYPE,CONTRIBUTING_FACTOR_1,CONTRIBUTING_FACTOR_2,Year
20579839,4692584,2024-01-04,8:31,aa43cdcd-eaed-4105-85e8-8f15d1fe66a3,NY,Sedan,MERZ -CAR/SUV,,2010.0,North,1.0,M,Licensed,NY,Other*,Center Back End,Center Back End,Left Rear Bumper,,,N,,Unspecified,Unspecified,2024
20580101,4692832,2024-01-04,18:40,0e0dd5ba-ee49-44f1-a5cf-06b65f2bf1b4,,,,,,,,,,,,,,,,,Unspecified,,,,2024
20580201,4692837,2024-01-04,15:40,46dfa39e-81b3-4435-ae18-4ad4eea94960,MT,Station Wagon/Sport Utility Vehicle,MERZ -CAR/SUV,,2023.0,North,1.0,M,Unlicensed,,Making Right Turn,Right Front Bumper,Right Front Quarter Panel,,,,N,,Unsafe Speed,Aggressive Driving/Road Rage,2024
20579649,4692746,2024-01-04,11:48,34e53ba6-9e4b-4754-a8d3-861ede24a68b,NY,Sedan,HOND -CAR/SUV,,2019.0,West,1.0,F,Licensed,NY,Making Left Turn,Center Back End,Center Back End,,,,N,,Unspecified,Unspecified,2024
20579698,4692684,2024-01-04,21:50,081f0e11-f3c4-4717-aa19-4d66a2453975,NY,Station Wagon/Sport Utility Vehicle,NISS -CAR/SUV,,2020.0,Northeast,1.0,F,Licensed,NY,Making Right Turn,Right Front Bumper,Right Front Bumper,,,,N,,Failure to Yield Right-of-Way,Driver Inattention/Distraction,2024
20579535,4692667,2024-01-04,13:30,e6fda3f7-19f9-4843-b43a-7b2abac2cbc8,,,TOYT -CAR/SUV,,,East,,,,,Going Straight Ahead,Center Front End,Center Front End,Other,,,Unspecified,,Following Too Closely,Driver Inattention/Distraction,2024
20580972,4693260,2024-01-04,16:00,836907e5-eb98-4c07-b686-d7c9d4bcb686,CT,Sedan,NISS -CAR/SUV,,2012.0,South,1.0,M,Licensed,CT,Stopped in Traffic,Center Front End,Center Front End,Right Rear Bumper,Center Back End,Left Rear Bumper,N,,Unspecified,Unspecified,2024
20581598,4693567,2024-01-04,18:47,6bbbc644-0df9-4331-b325-4d8c0de1c914,NY,Convertible,VOLK -CAR/SUV,,2015.0,North,0.0,M,Licensed,NY,Making Left Turn,Left Front Bumper,No Damage,No Damage,No Damage,No Damage,N,,Unspecified,Unspecified,2024
20579840,4692652,2024-01-04,12:20,44c444d4-1cbe-49b6-b48b-5dd4062f680e,NY,PK,GMC-TRUCK/BUS,,2017.0,West,1.0,M,Licensed,NY,Making Left Turn,Center Front End,Center Front End,,,,N,,Unspecified,Unspecified,2024
20581039,4693300,2024-01-04,23:15,586ffd49-16a0-4b01-826c-df692228b1c6,CT,Sedan,TOYT -CAR/SUV,,2012.0,North,2.0,M,Licensed,CT,Going Straight Ahead,Center Front End,Right Front Bumper,Right Front Quarter Panel,,,Y,,Unspecified,Unspecified,2024
20582728,4693224,2024-01-04,18:24,455d346b-a16a-47c2-8b95-48220b4ee1fe,NY,Station Wagon/Sport Utility Vehicle,DODG -CAR/SUV,,2017.0,North,1.0,F,Licensed,NY,Going Straight Ahead,Left Front Bumper,Left Front Bumper,Center Front End,No Damage,No Damage,N,,Unspecified,Unspecified,2024
20580152,4692828,2024-01-04,8:30,0917c30d-c203-46fb-9254-14ec437976d4,NY,Sedan,LEXS -CAR/SUV,,2015.0,West,1.0,F,Licensed,NY,Going Straight Ahead,Left Side Doors,Left Side Doors,,,,N,,Unspecified,Unspecified,2024
20580994,4693099,2024-01-04,18:30,d5e97367-d431-454e-b970-31a9d2ca7391,NY,,TOYT -CAR/SUV,,2021.0,West,1.0,,,,Going Straight Ahead,Center Front End,Center Front End,Left Front Bumper,Right Front Bumper,,N,,Driver Inattention/Distraction,Driver Inattention/Distraction,2024
20580175,4692802,2024-01-04,21:12,782654e2-a0c2-429e-ba24-d76d99226d22,NC,Sedan,MERZ -CAR/SUV,,2009.0,East,1.0,,,,Going Straight Ahead,No Damage,Other,No Damage,No Damage,No Damage,N,,Driver Inattention/Distraction,Passing Too Closely,2024
20580919,4692632,2024-01-04,8:58,18f08000-2d12-4c67-a0e3-9b628795b3cc,NY,Sedan,HOND -CAR/SUV,,2019.0,West,1.0,M,Licensed,NY,Going Straight Ahead,Left Front Bumper,Left Front Bumper,No Damage,No Damage,No Damage,N,,Unspecified,Unspecified,2024
20580933,4693226,2024-01-04,23:14,bd233bd3-e85e-4946-a8ff-54478a4ca619,NY,Station Wagon/Sport Utility Vehicle,CHRY -CAR/SUV,,2003.0,West,1.0,,,,Going Straight Ahead,Center Front End,Center Front End,Left Front Bumper,No Damage,No Damage,N,,Following Too Closely,Unsafe Speed,2024
20583778,4694467,2024-01-04,0:26,366e1cca-2367-4fed-bfae-250283dcd1a4,NY,Station Wagon/Sport Utility Vehicle,FORD -CAR/SUV,,2015.0,West,1.0,M,Permit,NY,Going Straight Ahead,Left Front Bumper,Left Front Bumper,No Damage,No Damage,No Damage,N,,Driver Inattention/Distraction,Failure to Yield Right-of-Way,2024
20580948,4693107,2024-01-04,16:10,f89e9248-2947-4edf-bf0a-26aec9c3c427,NY,Station Wagon/Sport Utility Vehicle,KIA -CAR/SUV,,2016.0,East,1.0,M,Licensed,NY,Going Straight Ahead,Center Front End,Center Front End,Center Front End,,Center Front End,N,,Following Too Closely,Unspecified,2024
20579615,4692530,2024-01-04,1:52,36f5d586-b7c5-4a2e-8ab3-13e04a013baf,SC,Pick-up Truck,DODG -CAR/SUV,,2021.0,West,0.0,M,Licensed,SC,Going Straight Ahead,Center Front End,Center Front End,,,,N,,Unspecified,Unspecified,2024
20581352,4693123,2024-01-04,15:30,7aa8499a-1f19-4ca6-aa9d-55c042e89a09,NY,Bus,FORD-TRUCK/BUS,,2011.0,East,1.0,,,,Going Straight Ahead,Left Front Quarter Panel,Left Front Quarter Panel,,,,N,,Passing Too Closely,Unspecified,2024
20583259,4694329,2024-01-04,10:05,8d1d0e9c-e665-4ef6-b891-c0c44aaa0c8f,NY,Bus,,,,North,,,,,Going Straight Ahead,Right Rear Quarter Panel,Right Rear Bumper,,,,Unspecified,,Driver Inattention/Distraction,Following Too Closely,2024
20579728,4692587,2024-01-04,10:09,6020489a-1a7a-4f3c-b3cf-b89de0df4bce,NY,Sedan,FORD -CAR/SUV,,2007.0,East,1.0,M,Licensed,NY,Going Straight Ahead,Left Front Bumper,Left Front Bumper,No Damage,No Damage,No Damage,N,,Passenger Distraction,Unspecified,2024
20579582,4692732,2024-01-04,14:20,d6355f93-8b1c-4c7d-ac48-5ea1b98bccaa,NY,Station Wagon/Sport Utility Vehicle,NISS -CAR/SUV,,2013.0,South,2.0,M,Licensed,NY,Going Straight Ahead,Center Back End,Center Back End,No Damage,No Damage,No Damage,N,,Unspecified,Unspecified,2024
20580177,4692798,2024-01-04,8:50,6d2f3097-a746-4a4d-a602-414a2d3dcf14,NY,Van,FRHT-TRUCK/BUS,,2019.0,West,1.0,M,Licensed,NY,Going Straight Ahead,Center Front End,Center Front End,Right Front Bumper,No Damage,No Damage,N,,Driver Inattention/Distraction,Unspecified,2024
20580332,4692821,2024-01-04,22:35,0a49bfea-a7c5-4a31-897f-60a9629ff128,NY,Sedan,MERZ -CAR/SUV,,2020.0,East,2.0,M,Licensed,NY,Stopped in Traffic,Right Rear Bumper,Center Back End,Right Rear Quarter Panel,Left Rear Bumper,Center Back End,N,,Unspecified,Unspecified,2024
20580359,4692813,2024-01-04,13:35,e0c18c99-756c-4771-9174-0128c07bd15c,NY,Station Wagon/Sport Utility Vehicle,RIVIAN,,2023.0,South,1.0,M,Licensed,NY,Slowing or Stopping,Left Side Doors,Left Side Doors,No Damage,No Damage,No Damage,N,,Unspecified,Unspecified,2024
20580188,4692804,2024-01-04,16:07,94078c4b-e1ab-4600-9efe-88edf7aba822,NY,Sedan,BMW -CAR/SUV,,2019.0,North,1.0,,,,Going Straight Ahead,Right Side Doors,Right Side Doors,,,,N,,Passing or Lane Usage Improper,Following Too Closely,2024
20580650,4693027,2024-01-04,18:29,713d1f57-a4f8-47fd-8ab9-081ae06e17f4,NY,Station Wagon/Sport Utility Vehicle,MITS -CAR/SUV,,2019.0,West,1.0,F,Licensed,NY,Going Straight Ahead,Center Front End,Center Front End,Left Front Bumper,Right Front Bumper,Center Back End,N,,Following Too Closely,Unspecified,2024
20588057,4692928,2024-01-04,11:00,9f522c0e-0192-4425-84da-2680bb5f5ded,NY,Sedan,DODG -CAR/SUV,,2007.0,East,1.0,M,Licensed,NY,Merging,Right Front Quarter Panel,Right Side Doors,,,,N,,Passing or Lane Usage Improper,Unspecified,2024
20579561,4692728,2024-01-04,5:11,2712e650-581e-43fe-8430-b8dbb0c47910,NY,Station Wagon/Sport Utility Vehicle,BMW -CAR/SUV,,2021.0,East,8.0,M,Licensed,NY,Going Straight Ahead,Right Front Quarter Panel,Left Front Bumper,Right Front Bumper,Center Front End,Right Side Doors,N,,Driver Inexperience,Driver Inattention/Distraction,2024
20579746,4692710,2024-01-04,7:09,aa7b9967-e965-4717-820c-8f5a21150622,NY,Station Wagon/Sport Utility Vehicle,CHEV -CAR/SUV,,2019.0,South,1.0,F,Licensed,NY,Going Straight Ahead,Center Back End,Center Back End,Right Rear Bumper,Left Rear Bumper,,N,,Unspecified,Unspecified,2024
20579809,4692729,2024-01-04,0:00,06db12f9-779a-4a7a-993e-d0d6a1ed8e82,NY,Sedan,HOND -CAR/SUV,,2017.0,West,3.0,M,Licensed,NY,Going Straight Ahead,Right Front Bumper,Center Front End,Left Front Bumper,,,N,,Driver Inattention/Distraction,Unspecified,2024
20579543,4692565,2024-01-04,6:45,fa6ea6bc-e50e-4436-aac4-b4def003afcc,,,NISS -CAR/SUV,,,,1.0,,,,Changing Lanes,Right Side Doors,Right Rear Quarter Panel,No Damage,No Damage,No Damage,N,,Fatigued/Drowsy,Unsafe Speed,2024
20579650,4692746,2024-01-04,11:48,81a1b055-cf5a-482b-b6fb-7b392bffc002,NY,Sedan,MAZD -CAR/SUV,,2012.0,West,1.0,M,Licensed,NY,Going Straight Ahead,Center Front End,Center Front End,,,,N,,Driver Inattention/Distraction,Following Too Closely,2024
20585969,4692638,2024-01-04,13:47,8016d21b-fa2f-4c22-80b7-da46288d3b13,NY,Station Wagon/Sport Utility Vehicle,MAZD -CAR/SUV,,2021.0,West,1.0,F,Licensed,NY,Going Straight Ahead,Left Side Doors,Left Rear Quarter Panel,,,,N,,Unspecified,Unspecified,2024
20579670,4692551,2024-01-04,8:10,35768de4-12b9-46ec-b9ad-5f43a02055a6,NY,Station Wagon/Sport Utility Vehicle,,,2019.0,North,1.0,F,Licensed,NY,Going Straight Ahead,Center Front End,Center Front End,,,,N,,Driver Inattention/Distraction,Unspecified,2024
20579549,4692586,2024-01-04,7:24,9d6efe06-6918-49d9-b304-ec1785c9398c,NJ,Sedan,HOND -CAR/SUV,,2019.0,West,1.0,M,Licensed,NJ,Stopped in Traffic,Right Rear Bumper,Right Rear Bumper,Center Back End,Right Rear Quarter Panel,No Damage,N,,Unspecified,Unspecified,2024
20579660,4692627,2024-01-04,11:12,e36bb240-0f5a-40f9-b67f-c4ba3e88e153,MT,Box Truck,INTL,,2019.0,North,1.0,M,Licensed,NY,Going Straight Ahead,Left Front Bumper,Left Front Bumper,No Damage,No Damage,No Damage,N,,Unspecified,Unspecified,2024
20580683,4693006,2024-01-04,15:25,64017cea-1eef-4315-8167-44f5c1929ae3,NY,Station Wagon/Sport Utility Vehicle,TESL -CAR/SUV,,2023.0,East,1.0,M,Licensed,NY,Starting in Traffic,Center Back End,Center Back End,,,,N,,Unspecified,Unspecified,2024
20581562,4693415,2024-01-04,19:53,a49fa4d9-4a59-4743-a211-55cf55bc62a7,,,,,,,,,,,,,,,,,Unspecified,,Driver Inattention/Distraction,,2024
20581192,4693118,2024-01-04,7:29,ae4d7bd5-0194-4018-855d-48bee21969d3,NY,Sedan,TOYT -CAR/SUV,,2022.0,South,0.0,,,,Parked,Left Front Bumper,Left Front Bumper,Center Front End,,,N,,Unspecified,Unspecified,2024
20579823,4692506,2024-01-04,2:00,202c077d-3337-4c6a-b5d3-d41b8133b527,NY,Sedan,MERZ -CAR/SUV,,2018.0,East,1.0,M,,,Going Straight Ahead,Center Front End,Center Front End,Left Front Bumper,Right Front Bumper,,N,,Unspecified,Unspecified,2024
20579883,4692756,2024-01-04,18:40,f985069f-06a4-4759-ab49-3b31da9e2ca3,NY,Sedan,TOYT -CAR/SUV,,2013.0,East,1.0,M,Licensed,NY,Going Straight Ahead,Left Front Bumper,Left Front Bumper,No Damage,No Damage,No Damage,N,,Unspecified,Unspecified,2024
20579646,4692764,2024-01-04,20:15,e62336d7-464a-46da-b137-8a43f1e44da5,NY,Sedan,DODG -CAR/SUV,,2021.0,East,1.0,M,Licensed,NY,Going Straight Ahead,Center Front End,Center Front End,Center Front End,,,N,,Traffic Control Disregarded,Unspecified,2024
20586610,4695921,2024-01-04,7:47,807cee93-dfd2-4a16-a12b-f1a0940ec9ad,NY,Station Wagon/Sport Utility Vehicle,JEEP -CAR/SUV,,2016.0,West,1.0,F,Licensed,NY,Starting from Parking,Left Front Bumper,No Damage,Other,No Damage,No Damage,N,,Following Too Closely,Unspecified,2024
20580241,4692886,2024-01-04,16:31,33f96d27-c6fa-49cb-91d0-b9c75e0998f3,NY,Sedan,CHEV -CAR/SUV,,2022.0,South,2.0,M,Licensed,NY,Parked,Left Rear Quarter Panel,Left Rear Quarter Panel,Left Rear Bumper,Center Front End,Left Front Bumper,N,,Unspecified,Unspecified,2024
20580641,4693024,2024-01-04,14:17,adcbb1ff-f510-4025-8625-f6540f266c37,NY,Station Wagon/Sport Utility Vehicle,FORD -CAR/SUV,,2021.0,South,1.0,,,,Going Straight Ahead,Right Front Bumper,Right Front Bumper,Right Front Quarter Panel,No Damage,No Damage,N,,Passing Too Closely,Driver Inattention/Distraction,2024
20585944,4692835,2024-01-04,10:15,ddbfd3cf-18dc-445a-8114-fba6add2bf7a,NY,Station Wagon/Sport Utility Vehicle,BUIC -CAR/SUV,,2023.0,East,2.0,F,Licensed,NY,Going Straight Ahead,Right Front Bumper,Right Front Bumper,Center Front End,Right Front Quarter Panel,Left Front Quarter Panel,Y,,Driver Inattention/Distraction,Driver Inattention/Distraction,2024
20579732,4692770,2024-01-04,19:00,bf40834b-cfb1-40b0-ad34-e2d8d8d04bdd,,,,,,,,,,,,,,,,,Unspecified,,,,2024
20579790,4692704,2024-01-04,20:11,56e68935-a880-4f52-ad1e-c82f0367bd3d,NY,Sedan,NISS -CAR/SUV,,2013.0,West,1.0,F,Licensed,NY,Going Straight Ahead,Right Rear Quarter Panel,Right Rear Quarter Panel,Left Front Bumper,,,N,,Traffic Control Disregarded,Unspecified,2024
20585946,4692835,2024-01-04,10:15,05257a17-2d99-4c87-b9c5-eb0b47158834,,,,,,,,,,,,,,,,,Unspecified,CONCRETE WALL,,,2024
20580564,4692973,2024-01-04,21:00,680abbd4-f036-4d60-a860-bf79d9fa64a7,,,,,,,,,,,,,,,,,Unspecified,,,,2024
20580228,4692801,2024-01-04,1:30,db97f0c0-5f79-44ba-9a2e-5f5f58ae6e29,,,,,,North,,,,,Parked,Center Back End,Other,Other,Other,,Unspecified,,Unspecified,Unspecified,2024
20580137,4692841,2024-01-04,7:55,2612eca4-a7be-4f1e-8015-fbb3b1a8c708,,Bike,,,,North,1.0,,,,Going Straight Ahead,Center Front End,No Damage,No Damage,No Damage,No Damage,N,,Driver Inattention/Distraction,Failure to Yield Right-of-Way,2024
20579663,4692772,2024-01-04,11:45,d7e61e1e-24b2-4622-9f79-d7515879ffa7,NY,Station Wagon/Sport Utility Vehicle,,,2017.0,South,0.0,,,,Parked,Left Rear Quarter Panel,Left Rear Quarter Panel,Left Side Doors,Left Front Quarter Panel,,N,,Unspecified,Unspecified,2024
20580169,4692869,2024-01-04,8:30,95b42339-7cde-4658-91b4-135cb6d7b845,NY,Bus,,,,East,1.0,M,Licensed,NY,Making Right Turn,No Damage,No Damage,,,,Unspecified,,Passing Too Closely,Unspecified,2024
20580675,4693038,2024-01-04,17:59,3be29532-1624-4e25-b0db-ca8ec95849a4,,Sedan,,,,East,1.0,,,,Going Straight Ahead,Right Front Bumper,Right Front Bumper,Center Front End,No Damage,No Damage,N,,Driver Inattention/Distraction,Driver Inexperience,2024
20585945,4692835,2024-01-04,10:15,0d83eb64-458a-487a-a462-7c37ad087671,NY,Sedan,HOND -CAR/SUV,,2010.0,East,0.0,M,Licensed,NY,Parked,Left Front Bumper,Left Front Bumper,Center Front End,Left Side Doors,Left Front Quarter Panel,N,,Unspecified,Unspecified,2024
20580213,4692808,2024-01-04,15:30,d9b49cac-fe24-4b5d-aa0b-e52af99119f2,MT,Station Wagon/Sport Utility Vehicle,MERZ -CAR/SUV,,2023.0,East,1.0,M,,,Making Right Turn,Right Front Bumper,Right Front Quarter Panel,,,,Unspecified,,Unsafe Speed,Aggressive Driving/Road Rage,2024
20580356,4692812,2024-01-04,11:30,6b10bb1b-2dff-419d-8712-628fbc9614ad,,,,,,,,,,,,,,,,,Unspecified,OUTDOOR LIGHTS AND POWER SOURCE WIRING,,,2024
20580233,4692810,2024-01-04,14:00,063b8635-a7e3-443f-bdfd-896ba4e06580,NY,Sedan,TOYT -CAR/SUV,,2024.0,North,1.0,M,Licensed,NY,Going Straight Ahead,Left Rear Quarter Panel,Left Rear Bumper,,,,N,,Unspecified,Unspecified,2024
20579573,4692566,2024-01-04,9:30,2e03b207-0dc0-46ed-a121-b1cbeebd3771,NY,Station Wagon/Sport Utility Vehicle,HYUN -CAR/SUV,,2022.0,South,1.0,M,Licensed,NM,Going Straight Ahead,Right Rear Bumper,Center Back End,,,,N,,Unspecified,Unspecified,2024
20580121,4692878,2024-01-04,20:19,3c6de086-6f3a-4148-b716-6aeb4fcaa6e5,NY,Station Wagon/Sport Utility Vehicle,TOYT -CAR/SUV,,2011.0,Unknown,0.0,,,,Parked,Center Front End,Center Front End,Right Front Bumper,,,N,,Unspecified,Unspecified,2024
20578902,4692459,2024-01-04,1:59,0c939740-b4d7-4a03-a2a1-faf5fd52c5bf,NY,Station Wagon/Sport Utility Vehicle,BMW -CAR/SUV,,2021.0,North,1.0,M,Unlicensed,NY,Going Straight Ahead,Left Front Bumper,Right Front Quarter Panel,Center Front End,Right Front Bumper,Left Front Quarter Panel,N,,Driver Inattention/Distraction,Unspecified,2024
20580225,4692796,2024-01-04,12:24,4b383e27-b710-404b-98fa-5b9c5f56f807,NY,Station Wagon/Sport Utility Vehicle,FORD -CAR/SUV,,2016.0,South,1.0,M,Licensed,NY,Going Straight Ahead,Center Front End,No Damage,,,,N,,Following Too Closely,Unspecified,2024
20579722,4692686,2024-01-04,16:50,93773cfc-ec5f-4d4c-bf2c-1eba4d74cad7,NY,Sedan,HOND -CAR/SUV,,2011.0,West,1.0,M,Licensed,NY,Making Right Turn,Left Rear Quarter Panel,Left Rear Quarter Panel,No Damage,No Damage,No Damage,N,,Unspecified,Unspecified,2024
20579729,4692526,2024-01-04,2:15,3fa2cedd-a7c6-40af-a759-1f3a292aaf56,NY,Sedan,CHEV -CAR/SUV,,2016.0,North,4.0,M,Licensed,NY,Going Straight Ahead,Center Front End,No Damage,No Damage,No Damage,No Damage,N,,Unspecified,Unspecified,2024
20579812,4692671,2024-01-04,13:30,0ba2ad19-3ab2-46e1-8ebe-51de4327a584,PQ,Station Wagon/Sport Utility Vehicle,MAZD -CAR/SUV,,2013.0,West,1.0,F,Licensed,NY,Merging,Right Side Doors,Right Side Doors,Right Rear Quarter Panel,,,N,,Failure to Yield Right-of-Way,Passing or Lane Usage Improper,2024
20579720,4692499,2024-01-04,2:15,0aac7953-d5fd-4466-ac96-0658214b449c,FL,Station Wagon/Sport Utility Vehicle,FORD -CAR/SUV,,2019.0,East,2.0,M,Licensed,FL,Going Straight Ahead,Left Front Quarter Panel,Left Side Doors,Left Rear Quarter Panel,Right Side Doors,Right Front Quarter Panel,N,,Unspecified,Unspecified,2024
20579808,4692729,2024-01-04,0:00,80bec817-0c9f-4fab-9b7a-d8dc3765a57c,SD,Sedan,INFI -CAR/SUV,,2015.0,South,2.0,M,Licensed,NY,Going Straight Ahead,Left Front Bumper,Center Front End,Right Front Bumper,,,N,,Failure to Yield Right-of-Way,Unspecified,2024
20580857,4693394,2024-01-04,11:20,e6094105-8199-453a-9b08-487095a5946c,NY,Box Truck,ISU-TRUCK/BUS,,2005.0,West,2.0,M,Licensed,FL,Going Straight Ahead,Right Rear Quarter Panel,Right Rear Quarter Panel,No Damage,No Damage,No Damage,N,,Reaction to Uninvolved Vehicle,Unspecified,2024
