UNIQUE_ID,COLLISION_ID,CRASH_DATE,CRASH_TIME,PERSON_ID,PERSON_TYPE,PERSON_INJURY,VEHICLE_ID,PERSON_AGE,EJECTION,EMOTIONAL_STATUS,BODILY_INJURY,POSITION_IN_VEHICLE,SAFETY_EQUIPMENT,PED_LOCATION,PED_ACTION,COMPLAINT,PED_ROLE,CONTRIBUTING_FACTOR_1,CONTRIBUTING_FACTOR_2,PERSON_SEX,Year
12851585,4692415,2024-01-02,17:15,08d3634b-4837-4556-8894-f653077c5894,Occupant,Unspecified,20578847.0,52.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F,2024
12850831,4692155,2024-01-02,19:52,7d57587e-dcea-4aa8-bbe5-2ccf435a9fa1,Occupant,Unspecified,20578376.0,40.0,,,,,,,,,Registrant,,,M,2024
12851529,4692205,2024-01-02,16:20,ded01b47-c3a2-45d8-aff9-a00a2a8674e0,Occupant,Unspecified,20578813.0,87.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,F,2024
12851624,4692210,2024-01-02,8:22,2b5e41b2-2beb-47bb-a6fd-aa7bdc38b7bb,Occupant,Unspecified,20578873.0,,,,,,,,,,Registrant,,,U,2024
12850266,4691986,2024-01-02,10:09,41476355-eee1-450b-a629-913abe6ed92e,Occupant,Unspecified,20578061.0,40.0,,,,,,,,,Registrant,,,M,2024
12851794,4692315,2024-01-02,13:45,0af54bcb-84e7-4619-afa0-ad1b52ed0ac8,Occupant,Unspecified,20578969.0,37.0,,,,,,,,,Registrant,,,M,2024
12851484,4692290,2024-01-02,20:56,205afea3-00e2-4e1c-9eba-38c66d1db4df,Occupant,Unspecified,20578783.0,53.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,2024
12852668,4692514,2024-01-02,18:36,837344a5-9cec-4fa6-97c6-9b2abb2beba6,Occupant,Unspecified,20579484.0,34.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,2024
12852967,4692670,2024-01-02,20:34,49809f1b-6a32-437e-82a3-264b4c428045,Occupant,Unspecified,20579651.0,77.0,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Does Not Apply,Passenger,,,F,2024
12850510,4692082,2024-01-02,8:45,a88127e1-0628-4321-b201-6b16b5116fd8,Occupant,Unspecified,20578209.0,50.0,,,,,,,,,Registrant,,,F,2024
12851879,4692356,2024-01-02,21:18,5a2473c8-8625-4740-ba6a-50074ae74771,Occupant,Unspecified,20579012.0,29.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,M,2024
12851528,4692294,2024-01-02,15:50,e917b5a6-4e13-44d2-8a88-4cdc5137033c,Occupant,Unspecified,20578812.0,57.0,,,,,,,,,Registrant,,,F,2024
12850561,4691964,2024-01-02,0:50,4dcdc334-51f2-4d16-b388-cab4687faed0,Occupant,Unspecified,,,,,,,,,,,Witness,,,,2024
12851418,4692391,2024-01-02,13:09,449b2511-a523-4fc5-8741-6a862b82665d,Occupant,Unspecified,20578734.0,41.0,,,,,,,,,Registrant,,,F,2024
12851716,4692195,2024-01-02,16:05,3743df8f-1627-4bf8-a175-21e915c966ee,Other Motorized,Injured,20578928.0,35.0,Not Ejected,Conscious,Hip-Upper Leg,Driver,,,,Complaint of Pain or Nausea,Driver,,,F,2024
12850631,4692060,2024-01-02,0:00,00de03ec-05c8-40ce-909e-6b82b7e0a772,Occupant,Unspecified,20578276.0,,,,,,,,,,Registrant,,,U,2024
12851390,4692308,2024-01-02,0:54,48ba4cf6-ce4f-4c30-8e71-65d42287819d,Occupant,Injured,20578720.0,25.0,Not Ejected,Unknown,Shoulder - Upper Arm,Driver,Lap Belt,,,Unknown,Driver,,,M,2024
12850371,4691916,2024-01-02,1:10,2f784bf7-23e8-453c-9444-ccc1ff555243,Occupant,Unspecified,20578126.0,27.0,,,,,,,,,Registrant,,,M,2024
12851473,4692418,2024-01-02,16:20,abbed0bc-6c2b-49b9-a36f-b71cce67cc67,Occupant,Unspecified,20578775.0,46.0,Not Ejected,Does Not Apply,Does Not Apply,Unknown,,,,Does Not Apply,Driver,,,M,2024
12850788,4692154,2024-01-02,17:00,7e9d4e03-88ea-4962-ac5a-2b1730850d7a,Occupant,Unspecified,20578349.0,,,,,,,,,,Registrant,,,U,2024
12852665,4692514,2024-01-02,18:36,b39f0238-4ed7-4105-81a4-7e2515943ca9,Occupant,Unspecified,20579485.0,60.0,,,,,,,,,Registrant,,,M,2024
12850261,4691986,2024-01-02,10:09,5603d90f-f6bc-4f97-a197-c620814da52d,Occupant,Unspecified,20578063.0,22.0,,,,,,,,,Registrant,,,M,2024
12850633,4692060,2024-01-02,0:00,aaa4caa8-65ca-45ce-98e2-deae4d4754e7,Occupant,Unspecified,20578275.0,,,,,,,,,,Registrant,,,U,2024
12850556,4692034,2024-01-02,13:20,396e5db4-0425-4a42-95c9-326af1c37be5,Occupant,Unspecified,20578231.0,47.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,M,2024
12852582,4692471,2024-01-02,14:15,3367400e-c8e4-4f27-b534-b976a85eb556,Occupant,Unspecified,20579433.0,,,,,,,,,,Registrant,,,,2024
12850468,4691982,2024-01-02,9:25,deb0e9ea-3467-4dbb-8c69-539b70c5e272,Occupant,Unspecified,20578180.0,36.0,Not Ejected,Does Not Apply,Does Not Apply,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Unknown,,,Does Not Apply,Passenger,,,M,2024
12850828,4692155,2024-01-02,19:52,8314be75-28b1-408b-866f-8215b397b610,Occupant,Unspecified,20578377.0,48.0,,,,,,,,,Registrant,,,M,2024
12850439,4692085,2024-01-02,17:05,c56285ea-e5c7-49c4-83f4-1401c1315ed2,Occupant,Unspecified,20578168.0,32.0,,,,,,,,,Registrant,,,F,2024
12851477,4692435,2024-01-02,19:55,1e517906-b9a1-461e-8f81-9ca68804b28f,Bicyclist,Unspecified,20578780.0,51.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,,,,Does Not Apply,Driver,,,M,2024
12851540,4692330,2024-01-02,6:00,ff843855-3bb2-49c5-934f-08742f7c5dfe,Occupant,Unspecified,20578821.0,,,,,,,,,,Registrant,,,,2024
12850607,4692150,2024-01-02,1:06,1399ef3d-8afe-4c03-99e1-40190c55c522,Occupant,Unspecified,20578260.0,49.0,,,,,,,,,Registrant,,,F,2024
12851457,4692296,2024-01-02,6:30,2457a1e9-6856-44db-9e19-fcfff2ca38a0,Occupant,Unspecified,20578764.0,59.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,2024
12851417,4692391,2024-01-02,13:09,2a58a8f2-c985-4ddf-92c2-148bb7ee26f4,Occupant,Unspecified,20578734.0,17.0,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt,,,Does Not Apply,Passenger,,,F,2024
12850874,4692166,2024-01-02,15:30,ec824f72-ead3-49a7-845a-f297946da1e6,Occupant,Unspecified,20578399.0,,,,,,,,,,Registrant,,,M,2024
12852947,4692544,2024-01-02,21:05,b761dfd6-99ad-4698-b058-fa196cc17b1f,Occupant,Unspecified,20579640.0,40.0,Not Ejected,Does Not Apply,Does Not Apply,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Lap Belt & Harness,,,Does Not Apply,Passenger,,,M,2024
12853338,4692750,2024-01-02,3:00,afbd17e2-00f9-4bc8-8885-6aacb2ea0b1d,Occupant,Unspecified,20579844.0,,,,,,,,,,Registrant,,,,2024
12850574,4692163,2024-01-02,6:00,5e6cbb8a-56fd-4df7-8bd9-578d6a9618ee,Occupant,Unspecified,20578239.0,40.0,,,,,,,,,Registrant,,,M,2024
12851467,4692378,2024-01-02,23:26,e99a8ca5-dcae-4862-9adb-32319d733b0d,Occupant,Unspecified,20578772.0,17.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,2024
12850705,4692122,2024-01-02,22:10,8bb81519-86ad-4a1a-93e7-1c978d219478,Occupant,Unspecified,20578306.0,67.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,2024
12850817,4692033,2024-01-02,11:10,ab5cfb77-bc02-4818-bdd2-08e6fb17fb7d,Occupant,Unspecified,20578368.0,32.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,2024
12852555,4692031,2024-01-02,11:47,b0f95203-05c8-41de-9872-430df8d4c3cc,Occupant,Unspecified,20579419.0,30.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,2024
12850686,4691967,2024-01-02,6:35,87492bad-996b-410b-94ea-96cd37ec89ab,Occupant,Unspecified,20578299.0,49.0,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Unknown,,,Does Not Apply,Passenger,,,F,2024
12850310,4692113,2024-01-02,17:21,b7bc286c-cb2b-40c6-8998-e1a615e349fa,Occupant,Unspecified,20578093.0,37.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,F,2024
12850821,4692181,2024-01-02,15:20,216c210f-19de-45a2-8894-0f06c1452ddb,Occupant,Unspecified,20578372.0,31.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Unknown,,,Does Not Apply,Driver,,,F,2024
12851416,4692391,2024-01-02,13:09,c2d50a0a-51e3-4374-9ba7-760fcdd0bb81,Occupant,Unspecified,20578734.0,2.0,Not Ejected,Does Not Apply,Does Not Apply,"Middle rear seat, or passenger lying across a seat",Child Restraint Only,,,Does Not Apply,Passenger,,,M,2024
12852894,4692250,2024-01-02,20:35,2ef480b3-6590-40bf-9482-328ef6b3b3cc,Occupant,Unspecified,20579607.0,,,,,,,,,,Registrant,,,,2024
12850429,4692145,2024-01-02,23:30,4e9d45d3-8d92-49f8-b625-27e9af192be2,Occupant,Unspecified,20578164.0,24.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Air Bag Deployed/Lap Belt/Harness,,,Does Not Apply,Driver,,,F,2024
12851414,4692198,2024-01-02,6:51,b5fdc8f6-e869-45dc-9600-747757dee655,Occupant,Unspecified,20578732.0,49.0,,,,,,,,,Registrant,,,M,2024
12851507,4692320,2024-01-02,17:45,7e0afb38-adf1-4c20-bff3-0d3b62d5629d,Occupant,Injured,20578797.0,17.0,Not Ejected,Conscious,Entire Body,Right rear passenger or motorcycle sidecar passenger,,,,Complaint of Pain or Nausea,Passenger,,,F,2024
12850801,4691933,2024-01-02,7:10,ae446870-ecee-4769-8560-30988dc79cef,Occupant,Unspecified,20578356.0,41.0,,,,,,,,,Registrant,,,M,2024
12851680,4692369,2024-01-02,16:00,558dd7f5-c26c-4ae1-b051-cd3816373fc9,Occupant,Unspecified,20578906.0,57.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,2024
12850333,4692178,2024-01-02,0:00,577921f4-2688-413b-80da-6ba0aa15a6dc,Occupant,Unspecified,20578099.0,37.0,,,,,,,,,Registrant,,,M,2024
12852900,4692507,2024-01-02,20:45,72fc9876-07e7-4b33-95c6-4684005956a3,Bicyclist,Injured,20579614.0,10.0,Not Ejected,Conscious,Knee-Lower Leg Foot,Driver,,,,Complaint of Pain or Nausea,Driver,,,M,2024
12851609,4692450,2024-01-02,20:30,85196cc3-80b4-430e-befc-f58e5ac1527d,Occupant,Unspecified,20578862.0,20.0,Partially Ejected,Does Not Apply,Does Not Apply,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",,,,Does Not Apply,Passenger,,,M,2024
12850854,4692066,2024-01-02,7:20,50d14e5f-6c7c-4ce9-8310-7894fa6c887a,Occupant,Unspecified,20578391.0,57.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Unknown,,,Does Not Apply,Driver,,,F,2024
12850708,4692159,2024-01-02,18:00,1767e8e0-eba0-4b8c-994d-2986bc8d151a,Occupant,Unspecified,20578308.0,56.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,2024
12851517,4692403,2024-01-02,18:50,e801196a-c157-4c4e-bc99-db0e013c9d32,Occupant,Unspecified,20578806.0,71.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,2024
12852733,4692633,2024-01-02,14:05,2e676b8a-881a-480a-b24c-050da7f4bb51,Occupant,Unspecified,20579524.0,67.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,M,2024
12851592,4692240,2024-01-02,17:39,7fe72db9-f00d-4edc-a610-769b3e8f6317,Occupant,Unspecified,20578851.0,66.0,Not Ejected,Does Not Apply,Does Not Apply,Unknown,,,,Does Not Apply,Driver,,,F,2024
12849435,4691885,2024-01-02,0:05,6f4c3529-3829-441f-ba12-e887bf655c73,Occupant,Unspecified,20577577.0,36.0,,,,,,,,,Registrant,,,M,2024
12851376,4692255,2024-01-02,23:17,17bb210b-97fa-460d-973b-53361994389f,Occupant,Unspecified,20578707.0,,,,,,,,,,Registrant,,,,2024
12851903,4692292,2024-01-02,22:00,b47eb244-5168-426b-9022-cfa96c23ce7d,Occupant,Unspecified,20579027.0,21.0,,,,,,,,,Registrant,,,M,2024
12851679,4692340,2024-01-02,22:30,e7ee0d90-b9ac-4bde-ba77-280b433184bf,Occupant,Unspecified,20578904.0,,,,,,,,,,Registrant,,,,2024
12849391,4691846,2024-01-02,0:20,8331cefc-0450-4327-8060-29594d39f059,Occupant,Unspecified,20577548.0,23.0,Not Ejected,Does Not Apply,Does Not Apply,Unknown,Unknown,,,Does Not Apply,Driver,,,M,2024
12851595,4692240,2024-01-02,17:39,c0ad6153-9cee-4b06-ace2-7a14e7fff257,Occupant,Unspecified,20578849.0,46.0,,,,,,,,,Registrant,,,M,2024
12851478,4692435,2024-01-02,19:55,350ee186-ac10-4825-a56b-5d8bd9f157ad,Pedestrian,Injured,,57.0,,Shock,Knee-Lower Leg Foot,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Minor Burn,Pedestrian,Unspecified,Unspecified,F,2024
12850702,4692123,2024-01-02,10:10,8fb7396b-9b06-4886-a111-427941e84693,Occupant,Unspecified,20578305.0,67.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,M,2024
12851593,4692240,2024-01-02,17:39,49f49694-b531-4640-ac02-82f6bd074ce9,Occupant,Unspecified,20578850.0,60.0,,,,,,,,,Registrant,,,M,2024
12852618,4692664,2024-01-02,20:44,81e68af5-9425-45a3-9dda-a5d0c1f2e19e,Occupant,Unspecified,20579454.0,,,,,,,,,,Registrant,,,U,2024
12850269,4692104,2024-01-02,11:00,9a740a65-0a11-4a6c-ac91-d09abc634ef4,Occupant,Unspecified,20578065.0,25.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,2024
12850584,4691955,2024-01-02,8:40,215c903b-8ff8-422c-97ac-c5024ee91f41,Occupant,Unspecified,20578247.0,,,,,,,,,,Registrant,,,,2024
12850836,4692169,2024-01-02,14:45,d71b7c19-c7d5-425a-962a-d11b37f83ead,Occupant,Unspecified,20578381.0,,,,,,,,,,Registrant,,,M,2024
12850319,4692009,2024-01-02,8:07,cb4fbc4c-abb5-4fc0-8249-a28cc38551b0,Occupant,Unspecified,20578095.0,6.0,Not Ejected,Does Not Apply,Does Not Apply,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Child Restraint Only,,,Does Not Apply,Passenger,,,F,2024
12850744,4691998,2024-01-02,8:00,e66859bf-8c23-485f-9f48-08ee106f3e40,Occupant,Unspecified,20578328.0,24.0,,,,,,,,,Registrant,,,F,2024
12851396,4692308,2024-01-02,0:54,a20de999-f5aa-4f65-b5f7-459b6103a974,Occupant,Unspecified,20578718.0,,,,,,,,,,Registrant,,,U,2024
12850681,4692061,2024-01-02,8:49,08a3657e-9c35-46e3-88b5-b9c2a541e082,Occupant,Unspecified,20578298.0,30.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F,2024
12850795,4692111,2024-01-02,18:35,6c58fc11-49e8-4ecb-a60d-c47737834bc1,Occupant,Unspecified,20578352.0,51.0,Not Ejected,Does Not Apply,Does Not Apply,"Middle front seat, or passenger lying across a seat",Lap Belt & Harness,,,Does Not Apply,Passenger,,,F,2024
12850370,4691916,2024-01-02,1:10,3e20e434-f892-4e8b-b9c1-0744fb4cd8ac,Occupant,Unspecified,20578126.0,27.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,M,2024
12851442,4692373,2024-01-02,21:50,066f80fb-201e-4e4e-be0f-c04abbacf9ce,Occupant,Unspecified,20578752.0,,,,,,,,,,Owner,,,,2024
12850796,4692111,2024-01-02,18:35,6e8e8f1d-6369-48bc-ae7b-4a9fb0088c30,Occupant,Unspecified,20578352.0,49.0,,,,,,,,,Registrant,,,M,2024
12851522,4692403,2024-01-02,18:50,c31c7104-8058-4aef-9a30-7dbf12ce30cf,Occupant,Unspecified,20578806.0,71.0,,,,,,,,,Registrant,,,M,2024
12850539,4692115,2024-01-02,20:00,ece5df7b-e1a4-44f0-9955-5d2176994c2f,Occupant,Unspecified,20578222.0,,,,,,,,,,Registrant,,,U,2024
12851634,4692416,2024-01-02,19:48,98b05a0a-fa3e-4523-9148-5ebc51f714f8,Occupant,Unspecified,20578878.0,53.0,,,,,,,,,Registrant,,,M,2024
12851620,4692266,2024-01-02,8:55,af562848-bcfe-4490-809b-f8d345a37bfd,Occupant,Unspecified,20578868.0,,,,,,,,,,Registrant,,,U,2024
12851392,4692308,2024-01-02,0:54,b5eb122e-8a9d-4fc1-970f-d10b3f3d45a0,Occupant,Injured,20578719.0,41.0,Not Ejected,Unknown,Neck,Driver,Lap Belt,,,Unknown,Driver,,,M,2024
12851715,4692287,2024-01-02,20:22,02f1f832-b62b-4651-921f-149a8f0363ba,Occupant,Unspecified,20578926.0,50.0,,,,,,,,,Registrant,,,M,2024
12851607,4692450,2024-01-02,20:30,29486650-198a-4576-9300-33131b693182,Occupant,Unspecified,20578863.0,33.0,,,,,,,,,Registrant,,,M,2024
12852734,4692633,2024-01-02,14:05,9a181eaa-4521-4599-b7c6-8490d7d019f0,Occupant,Unspecified,20579524.0,67.0,,,,,,,,,Registrant,,,M,2024
12851816,4692288,2024-01-02,14:30,1ef835c4-5c57-414f-833e-ee8e648db5e0,Occupant,Unspecified,20578979.0,46.0,,,,,,,,,Registrant,,,M,2024
12851469,4692378,2024-01-02,23:26,7947c0bd-498b-4bab-a308-8054ebb9dc52,Occupant,Unspecified,20578773.0,33.0,,,,,,,,,Registrant,,,M,2024
12853104,4692490,2024-01-02,19:55,a3bfcdd5-1402-4042-91e9-d26f4ea456bc,Occupant,Unspecified,20579724.0,22.0,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt,,,Does Not Apply,Passenger,,,M,2024
12851327,4692392,2024-01-02,12:33,c2965228-7e3b-4921-8b5b-b14821bc0098,Occupant,Unspecified,20578676.0,59.0,,,,,,,,,Registrant,,,M,2024
12850571,4692163,2024-01-02,6:00,22ef757a-352e-4d40-aaae-aa95e7359c97,Occupant,Unspecified,20578241.0,53.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F,2024
12850409,4692106,2024-01-02,15:27,4dcd7381-5544-42a3-bea8-477eb1caad11,Pedestrian,Injured,,49.0,,Conscious,Elbow-Lower-Arm-Hand,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Abrasion,Pedestrian,Unspecified,Unspecified,F,2024
12850416,4691918,2024-01-02,6:02,bf076361-d020-4f5e-8fcd-e4ed596c0f6b,Occupant,Unspecified,20578156.0,38.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,2024
12851503,4692320,2024-01-02,17:45,0b662804-ca71-407b-b12b-573c12760d45,Occupant,Unspecified,20578797.0,18.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,,,,Does Not Apply,Driver,,,M,2024
12851530,4692205,2024-01-02,16:20,c03ffd93-d52f-4c70-8d53-6e8eac9a2f35,Occupant,Unspecified,20578814.0,49.0,,,,,,,,,Registrant,,,F,2024
12850678,4692160,2024-01-02,6:00,7cee57a2-37a8-427c-9dd4-393e26a4543f,Occupant,Unspecified,20578295.0,32.0,,,,,,,,,Registrant,,,M,2024
12850314,4692113,2024-01-02,17:21,d3f78a7b-51dc-45c8-b948-de20ff27a782,Occupant,Unspecified,20578093.0,,,,,,,,,,Registrant,,,,2024
12850270,4692104,2024-01-02,11:00,0eaaf99e-9166-4a83-9192-866fb29f85ce,Occupant,Unspecified,20578064.0,58.0,,,,,,,,,Registrant,,,M,2024
12852915,4692547,2024-01-02,21:20,7b7a5b46-ea94-470c-9cb9-efecbced7c06,Occupant,Unspecified,20579624.0,37.0,,,,,,,,,Registrant,,,F,2024
12850320,4692009,2024-01-02,8:07,24ca36ab-c126-4061-8641-4f8325d72219,Occupant,Unspecified,20578095.0,,,,,,,,,,Registrant,,,M,2024
12851651,4692343,2024-01-02,7:40,6b1f8071-abf0-4b6d-978d-4902a21223a3,Occupant,Unspecified,20578887.0,45.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,F,2024
12851388,4692308,2024-01-02,0:54,46e62368-b76a-4ffd-a951-09f6754c269e,Occupant,Injured,20578720.0,25.0,Not Ejected,Unknown,Knee-Lower Leg Foot,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Lap Belt,,,Unknown,Passenger,,,M,2024
12851588,4692240,2024-01-02,17:39,e6bb09f0-1333-4105-acb4-9ca54ca35d56,Occupant,Injured,20578849.0,46.0,Not Ejected,Conscious,Abdomen - Pelvis,Driver,Lap Belt & Harness,,,Complaint of Pain or Nausea,Driver,,,M,2024
12850786,4692154,2024-01-02,17:00,6fc43c85-0c51-4612-b1ae-1ee755873d63,Pedestrian,Injured,,45.0,,Conscious,Hip-Upper Leg,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Other Actions in Roadway,Complaint of Pain or Nausea,Pedestrian,Unspecified,Unspecified,F,2024
12850433,4692145,2024-01-02,23:30,fa3ce924-7df1-41d2-96ed-8e0d758cbbf8,Occupant,Unspecified,20578164.0,24.0,,,,,,,,,Registrant,,,F,2024
12852948,4692544,2024-01-02,21:05,4edbd47b-5304-4609-a221-2a751c7926c6,Occupant,Unspecified,20579640.0,39.0,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Does Not Apply,Passenger,,,M,2024
12851558,4692299,2024-01-02,22:30,8d8a4c6c-a023-4451-99d3-ae773681cf63,Occupant,Unspecified,20578830.0,39.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,2024
12850540,4692115,2024-01-02,20:00,a448516c-cce9-4cee-b2d8-862acb370efa,Occupant,Unspecified,20578221.0,16.0,Not Ejected,Does Not Apply,Does Not Apply,Right rear passenger or motorcycle sidecar passenger,Unknown,,,Does Not Apply,Passenger,,,F,2024
12853248,4692522,2024-01-02,22:00,c66b330a-60a0-4402-ac32-5527fe7480fd,Occupant,Unspecified,20579796.0,76.0,,,,,,,,,Registrant,,,M,2024
12850896,4692167,2024-01-02,22:30,071229cf-8e2c-47b3-a603-0b74027b5b8c,Occupant,Unspecified,20578409.0,39.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,2024
12851684,4692369,2024-01-02,16:00,f86f76c7-d361-402c-81e1-07076339bab5,Occupant,Injured,20578907.0,34.0,Not Ejected,Conscious,Back,Driver,Lap Belt & Harness,,,Complaint of Pain or Nausea,Driver,,,F,2024
12852593,4692027,2024-01-02,9:40,70a164a6-23cc-4f21-aed7-6cb47c1836eb,Occupant,Unspecified,20579439.0,30.0,,,,,,,,,Registrant,,,M,2024
12851644,4692228,2024-01-02,23:47,e1a96943-6156-4a12-a1eb-d664171477f2,Occupant,Unspecified,20578884.0,60.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Unknown,,,Does Not Apply,Driver,,,M,2024
12851407,4692065,2024-01-02,14:33,648c0c13-b0fe-4982-9439-d21d78aae5e9,Occupant,Unspecified,20578731.0,24.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F,2024
12850825,4692181,2024-01-02,15:20,b5ab402c-36b4-4e97-9676-b3d00a3aae01,Occupant,Unspecified,20578372.0,31.0,,,,,,,,,Registrant,,,F,2024
